case,family,n_inputs,seed,samples,output_ones,output_entropy_bits,truth_table_bits,best_function_language,best_function_bits,anf_terms,anf_degree,anf_gate_upper,best_robdd_nodes,best_robdd_order,threshold_exact,minimum_formula_gates,minimum_formula_exact,language,model_bits,residual_bits,total_bits,errors,empirical_error,exact,detail,selected,raw_label_baseline_bits,safe_compression_gain_bits,occam_bound_iid_illustration_delta05
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,KTLabels,0,19,23,0,0.0,1.0,KT mixture over labels,0.0,20,2,
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,Constant,1,22,27,8,0.5,0.0,0,0.0,20,2,0.9493560731881274
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,Constant,1,22,27,8,0.5,0.0,1,0.0,20,2,0.9493560731881274
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,Literal,3,11,18,2,0.125,0.0,x0,1.0,20,2,0.6202197282985102
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,SingleGate,6,11,21,2,0.125,0.0,x0 AND x0,0.0,20,2,0.6819785700307913
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,TruthTable,16,1,21,0,0.0,1.0,exact raw truth table,0.0,20,2,0.7258330533934977
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,ANF,22,1,27,0,0.0,1.0,7 nonzero coefficients,0.0,20,2,0.8104311924855297
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,ROBDD,37,1,42,0,0.0,1.0,"4 nodes; order=(1, 2, 0, 3)",0.0,20,2,0.9908135337393167
random_balanced4_s6,random_balanced,4,6,16,8,1.0,16,TruthTable,19,7,3,13,4,1-2-0-3,0.0,5.0,1.0,ExactFormula,47,1,52,0,0.0,1.0,5 minimum formula gates; (x0 XOR (x2 XOR (x2 AND (x1 OR (x0 XOR x3))))),0.0,20,2,1.0
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,RawLabels,0,16,20,0,0.0,1.0,literal truth-table labels,1.0,20,0,
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,KTLabels,0,19,23,0,0.0,1.0,KT mixture over labels,0.0,20,0,
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,Constant,1,22,27,8,0.5,0.0,0,0.0,20,0,0.9493560731881274
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,Constant,1,22,27,8,0.5,0.0,1,0.0,20,0,0.9493560731881274
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,Literal,3,16,23,4,0.25,0.0,x2,0.0,20,0,0.7452197282985102
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,SingleGate,6,16,26,4,0.25,0.0,x0 XOR x1,0.0,20,0,0.8069785700307913
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,TruthTable,16,1,21,0,0.0,1.0,exact raw truth table,0.0,20,0,0.7258330533934977
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,ANF,18,1,23,0,0.0,1.0,5 nonzero coefficients,0.0,20,0,0.755086299825076
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,ROBDD,45,1,50,0,0.0,1.0,"5 nodes; order=(3, 0, 1, 2)",0.0,20,0,1.0
random_balanced4_s7,random_balanced,4,7,16,8,1.0,16,TruthTable,19,5,2,7,5,3-0-1-2,0.0,5.0,1.0,ExactFormula,47,1,52,0,0.0,1.0,5 minimum formula gates; (x0 XOR (x1 XOR (x3 AND (x0 XOR (x1 XOR x2))))),0.0,20,0,1.0
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,RawLabels,0,16,20,0,0.0,1.0,literal truth-table labels,1.0,20,0,
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,KTLabels,0,19,23,0,0.0,1.0,KT mixture over labels,0.0,20,0,
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,Constant,1,22,27,8,0.5,0.0,0,0.0,20,0,0.9493560731881274
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,Constant,1,22,27,8,0.5,0.0,1,0.0,20,0,0.9493560731881274
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,Literal,3,18,25,6,0.375,0.0,~x0,0.0,20,0,0.8702197282985102
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,SingleGate,6,16,26,4,0.25,0.0,x1 OR x3,0.0,20,0,0.8069785700307913
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,TruthTable,16,1,21,0,0.0,1.0,exact raw truth table,0.0,20,0,0.7258330533934977
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,ANF,22,1,27,0,0.0,1.0,7 nonzero coefficients,0.0,20,0,0.8104311924855297
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,ROBDD,65,1,70,0,0.0,1.0,"7 nodes; order=(1, 3, 0, 2)",0.0,20,0,1.0
random_balanced4_s8,random_balanced,4,8,16,8,1.0,16,TruthTable,19,7,3,15,7,1-3-0-2,0.0,7.0,1.0,ExactFormula,68,1,73,0,0.0,1.0,7 minimum formula gates; (x1 XOR ((x3 XOR (x0 AND x2)) AND ((x1 XOR x2) NAND (x0 XOR x1)))),0.0,20,0,1.0
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,RawLabels,0,16,20,0,0.0,1.0,literal truth-table labels,1.0,20,0,
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,KTLabels,0,19,23,0,0.0,1.0,KT mixture over labels,0.0,20,0,
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,Constant,1,22,27,8,0.5,0.0,0,0.0,20,0,0.9493560731881274
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,Constant,1,22,27,8,0.5,0.0,1,0.0,20,0,0.9493560731881274
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,Literal,3,18,25,6,0.375,0.0,~x0,0.0,20,0,0.8702197282985102
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,SingleGate,6,18,28,6,0.375,0.0,x0 NAND x0,0.0,20,0,0.9319785700307913
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,TruthTable,16,1,21,0,0.0,1.0,exact raw truth table,0.0,20,0,0.7258330533934977
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,ANF,22,1,27,0,0.0,1.0,9 nonzero coefficients,0.0,20,0,0.8104311924855297
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,ROBDD,75,1,80,0,0.0,1.0,"8 nodes; order=(0, 1, 2, 3)",0.0,20,0,1.0
random_balanced4_s9,random_balanced,4,9,16,8,1.0,16,TruthTable,19,9,3,18,8,0-1-2-3,0.0,6.0,1.0,ExactFormula,56,1,61,0,0.0,1.0,6 minimum formula gates; ((x0 OR (x1 AND x2)) XOR (x3 NAND (x2 OR (x0 XOR x1)))),0.0,20,0,1.0
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,56,
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,KTLabels,0,56,60,0,0.0,1.0,KT mixture over labels,0.0,68,56,
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,Constant,1,58,63,16,0.25,0.0,0,0.0,68,56,0.4746780365940637
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,Constant,1,59,64,48,0.75,0.0,1,0.0,68,56,0.9746780365940637
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,Literal,4,58,66,16,0.25,0.0,x0,0.0,68,56,0.5083134862374343
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,SingleGate,7,1,12,0,0.0,1.0,x0 AND x1,1.0,68,56,0.288047729059805
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,56,0.6258103531099589
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,ANF,10,1,15,0,0.0,1.0,1 nonzero coefficients,0.0,68,56,0.3149875096902805
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,ROBDD,28,1,33,0,0.0,1.0,"2 nodes; order=(0, 1, 2, 3, 4, 5)",0.0,68,56,0.4434985383596285
and2_of_6,sparse_conjunction,6,-1,64,16,0.8112781244591328,64,ANF,13,1,2,1,2,0-1-2-3-4-5,1.0,,0.0,Threshold,17,1,22,0,0.0,1.0,"w=(1, 1, 0, 0, 0, 0); t=2",0.0,68,56,0.3703020627781549
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,31,
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,31,
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,31,0.7246780365940637
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,31,0.7246780365940637
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,Literal,4,71,79,32,0.5,0.0,x0,0.0,68,31,0.7583134862374343
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,SingleGate,7,71,82,32,0.5,0.0,x0 AND x0,0.0,68,31,0.788047729059805
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,31,0.6258103531099589
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,ANF,32,1,37,0,0.0,1.0,6 nonzero coefficients,1.0,68,31,0.4672812888610298
parity6,parity,6,-1,64,32,1.0,64,ANF,35,6,1,5,11,0-1-2-3-4-5,0.0,,0.0,ROBDD,121,1,126,0,0.0,1.0,"11 nodes; order=(0, 1, 2, 3, 4, 5)",0.0,68,31,0.8368426984222974
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,34,
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,KTLabels,0,63,67,0,0.0,1.0,KT mixture over labels,0.0,68,34,
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,Constant,1,67,72,42,0.65625,0.0,0,0.0,68,34,0.8809280365940637
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,Constant,1,66,71,22,0.34375,0.0,1,0.0,68,34,0.5684280365940637
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,Literal,4,66,74,22,0.34375,0.0,x0,0.0,68,34,0.6020634862374343
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,SingleGate,7,58,69,16,0.25,0.0,x0 OR x1,0.0,68,34,0.538047729059805
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,34,0.6258103531099589
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,ANF,71,1,76,0,0.0,1.0,35 nonzero coefficients,0.0,68,34,0.6553968908199699
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,ROBDD,132,1,137,0,0.0,1.0,"12 nodes; order=(0, 1, 2, 3, 4, 5)",0.0,68,34,0.8717069678120524
majority6,threshold,6,-1,64,42,0.9283620723948676,64,Threshold,32,35,4,119,12,0-1-2-3-4-5,1.0,,0.0,Threshold,29,1,34,0,0.0,1.0,"w=(1, 1, 1, 1, 1, 1); t=3",1.0,68,34,0.4495621935564104
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,42,
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,KTLabels,0,67,71,0,0.0,1.0,KT mixture over labels,0.0,68,42,
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,Constant,1,69,74,28,0.4375,0.0,0,0.0,68,42,0.6621780365940637
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,Constant,1,70,75,36,0.5625,0.0,1,0.0,68,42,0.7871780365940637
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,Literal,4,64,72,20,0.3125,0.0,x0,0.0,68,42,0.5708134862374343
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,SingleGate,7,50,61,12,0.1875,0.0,x0 AND x1,0.0,68,42,0.475547729059805
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,42,0.6258103531099589
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,ANF,21,1,26,0,0.0,1.0,3 nonzero coefficients,1.0,68,42,0.39847768706698605
sparse_dnf6,sparse_dnf,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-2-3-4-5,0.0,,0.0,ROBDD,46,1,51,0,0.0,1.0,"4 nodes; order=(0, 1, 2, 3, 4, 5)",0.0,68,42,0.542369593352512
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,42,
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,KTLabels,0,67,71,0,0.0,1.0,KT mixture over labels,0.0,68,42,
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,Constant,1,69,74,28,0.4375,0.0,0,0.0,68,42,0.6621780365940637
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,Constant,1,70,75,36,0.5625,0.0,1,0.0,68,42,0.7871780365940637
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,Literal,4,64,72,20,0.3125,0.0,x1,0.0,68,42,0.5708134862374343
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,SingleGate,7,50,61,12,0.1875,0.0,x1 AND x4,0.0,68,42,0.475547729059805
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,42,0.6258103531099589
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,ANF,21,1,26,0,0.0,1.0,3 nonzero coefficients,1.0,68,42,0.39847768706698605
permuted_local6,variable_permutation,6,-1,64,28,0.9886994082884974,64,ANF,24,3,4,7,4,0-1-3-4-2-5,0.0,,0.0,ROBDD,46,1,51,0,0.0,1.0,"4 nodes; order=(0, 1, 3, 4, 2, 5)",0.0,68,42,0.542369593352512
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,0.0,68,32,
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,KTLabels,0,67,71,0,0.0,1.0,KT mixture over labels,0.0,68,32,
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,Constant,1,69,74,28,0.4375,0.0,0,0.0,68,32,0.6621780365940637
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,Constant,1,70,75,36,0.5625,0.0,1,0.0,68,32,0.7871780365940637
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,Literal,4,69,77,28,0.4375,0.0,x2,0.0,68,32,0.6958134862374343
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,SingleGate,7,25,36,4,0.0625,0.0,x0 XOR x1,1.0,68,32,0.350547729059805
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,32,0.6258103531099589
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,ANF,54,1,59,0,0.0,1.0,14 nonzero coefficients,0.0,68,32,0.580935860984985
reused_subexpr6,reuse,6,-1,64,28,0.9886994082884974,64,ANF,57,14,4,37,6,0-1-2-3-4-5,0.0,,0.0,ROBDD,64,1,69,0,0.0,1.0,"6 nodes; order=(0, 1, 2, 3, 4, 5)",0.0,68,32,0.6258103531099589
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,Literal,4,67,75,24,0.375,0.0,x0,0.0,68,0,0.6333134862374343
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,SingleGate,7,67,78,24,0.375,0.0,x0 AND x0,0.0,68,0,0.663047729059805
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,ANF,70,1,75,0,0.0,1.0,36 nonzero coefficients,0.0,68,0,0.6512525409918636
random_balanced6_s0,random_balanced,6,0,64,32,1.0,64,TruthTable,67,36,5,117,21,1-2-5-0-3-4,0.0,,0.0,ROBDD,245,1,250,0,0.0,1.0,"21 nodes; order=(1, 2, 5, 0, 3, 4)",0.0,68,0,1.0
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,Literal,4,64,72,20,0.3125,0.0,~x4,0.0,68,0,0.5708134862374343
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,SingleGate,7,64,75,20,0.3125,0.0,x4 NAND x4,0.0,68,0,0.600547729059805
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,32 nonzero coefficients,0.0,68,0,0.6553968908199699
random_balanced6_s1,random_balanced,6,1,64,32,1.0,64,TruthTable,67,32,5,90,20,1-2-4-5-0-3,0.0,,0.0,ROBDD,232,1,237,0,0.0,1.0,"20 nodes; order=(1, 2, 4, 5, 0, 3)",0.0,68,0,1.0
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,RawLabels,0,64,68,0,0.0,1.0,literal truth-table labels,1.0,68,0,
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,KTLabels,0,68,72,0,0.0,1.0,KT mixture over labels,0.0,68,0,
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,0,0.0,68,0,0.7246780365940637
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,Constant,1,71,76,32,0.5,0.0,1,0.0,68,0,0.7246780365940637
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,Literal,4,69,77,26,0.40625,0.0,x2,0.0,68,0,0.6645634862374343
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,SingleGate,7,67,78,24,0.375,0.0,x2 AND x4,0.0,68,0,0.663047729059805
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,TruthTable,64,1,69,0,0.0,1.0,exact raw truth table,0.0,68,0,0.6258103531099589
random_balanced6_s2,random_balanced,6,2,64,32,1.0,64,TruthTable,67,33,5,92,18,0-1-5-2-3-4,0.0,,0.0,ANF,71,1,76,0,0.0,1.0,33 nonzero coefficients,0.0,68,0,0.6553968908199699
