experiment,task,case,method,seed,samples,local_accuracy,local_balanced_accuracy,gate_count,depth,model_bits,truth_table_bits,expression,cell_accuracy,exact_trajectory,first_divergence_step,exact_final_state,exact_step_fraction,fit_seconds
E19,eca_catalog,rule_151,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,((x0 AND x1) XOR (x2 NAND (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_152,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x1 XOR (x0 OR (x1 OR x2)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_153,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 XOR (x1 NAND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_154,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 XOR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_155,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (x0 NAND (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_156,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 XOR (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_157,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 NAND (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_158,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x1 XOR (x2 OR (x0 AND x1)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_159,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x2 NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_160,ExactFormulaCatalog,-1,8,1.0,1.0,1,1.0,13.0,8,(x0 AND x2),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_161,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,((x0 NAND x2) XOR (x0 OR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_162,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 AND (x1 NAND (x0 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_163,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x0 NAND x2) XOR (x1 OR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_164,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x2 XOR (x0 OR (x1 OR x2)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_165,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 XOR (x2 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_166,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 XOR (x1 AND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_167,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 XOR (x0 NAND (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_168,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 AND (x1 OR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_169,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (1 XOR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_170,ExactFormulaCatalog,-1,8,1.0,1.0,0,0.0,4.0,8,x0,1.0,1.0,-1.0,,,
E19,eca_catalog,rule_171,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (1 XOR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_172,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (x2 AND (x0 XOR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_173,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x0 XOR x2) NAND (x0 NAND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_174,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (x1 XOR (x1 AND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_175,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x2 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_176,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 AND (x0 OR (x1 NAND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_177,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x0 NAND x2) XOR (x0 OR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_178,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,(x0 XOR ((x1 XOR x2) AND (x0 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_179,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 NAND (x0 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_180,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x2 XOR (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_181,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x2 NAND (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_182,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x2 XOR (x1 OR (x0 AND x2)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_183,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 NAND (x0 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_184,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 XOR (x1 AND (x0 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_185,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x0 NAND x2) NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_186,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (x1 XOR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_187,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x1 NAND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_188,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (x2 AND (x0 NAND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_189,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x0 XOR x2) NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_190,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x1 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_191,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x1 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_192,ExactFormulaCatalog,-1,8,1.0,1.0,1,1.0,13.0,8,(x1 AND x2),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_193,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,((x1 NAND x2) XOR (x0 OR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_194,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x1 XOR (x2 XOR (x0 OR (x1 OR x2)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_195,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 XOR (x2 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_196,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 AND (x0 NAND (x0 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_197,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 NAND x2) XOR (x0 OR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_198,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 XOR (x0 AND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_199,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 XOR (x1 NAND (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_200,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 AND (x0 OR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_201,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (1 XOR (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_202,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x2 AND (x0 XOR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_203,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 XOR x2) NAND (x0 NAND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_204,ExactFormulaCatalog,-1,8,1.0,1.0,0,0.0,4.0,8,x1,1.0,1.0,-1.0,,,
E19,eca_catalog,rule_205,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 OR (1 XOR (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_206,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 OR (x0 XOR (x0 AND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_207,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 OR (x2 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_208,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 AND (x0 NAND (x0 XOR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_209,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 NAND x2) XOR (x0 OR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_210,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x2 XOR (x0 AND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_211,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (x2 NAND (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_212,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,(x0 XOR ((x0 XOR x2) OR (x0 XOR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_213,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 NAND (x1 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_214,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x1 XOR (x2 XOR (x0 OR (x1 AND x2)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_215,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 NAND (x1 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_216,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 XOR (x0 AND (x1 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_217,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 NAND x2) NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_218,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x2 AND (x0 NAND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_219,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 XOR x2) NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_220,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 OR (x0 XOR (x0 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_221,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 NAND (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_222,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 OR (x0 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_223,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 OR (x0 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_224,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x2 AND (x0 OR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_225,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 XOR (1 XOR (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_226,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 AND (x0 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_227,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 XOR x2) NAND (x0 NAND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_228,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 XOR (x0 AND (x1 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_229,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 NAND x2) NAND (x0 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_230,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 XOR (x1 AND (x0 NAND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_231,ExactFormulaCatalog,-1,8,1.0,1.0,3,2.0,28.0,8,((x1 XOR x2) NAND (x0 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_232,ExactFormulaCatalog,-1,8,1.0,1.0,4,3.0,37.0,8,(x0 XOR ((x0 XOR x2) AND (x0 XOR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_233,ExactFormulaCatalog,-1,8,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x1 XOR (x2 NAND (x0 NAND x1)))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_234,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x1 AND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_235,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (x1 XOR (x2 NAND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_236,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 OR (x0 AND x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_237,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x1 OR (x0 XOR (x2 NAND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_238,ExactFormulaCatalog,-1,8,1.0,1.0,1,1.0,13.0,8,(x0 OR x1),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_239,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (x1 OR (x2 NAND x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_240,ExactFormulaCatalog,-1,8,1.0,1.0,0,0.0,4.0,8,x2,1.0,1.0,-1.0,,,
E19,eca_catalog,rule_241,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 OR (1 XOR (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_242,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 OR (x0 XOR (x0 AND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_243,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x1 NAND (x1 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_244,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 OR (x0 XOR (x0 OR x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_245,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 NAND (x0 XOR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_246,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x2 OR (x0 XOR x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_247,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x2 OR (x0 NAND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_248,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x2 OR (x0 AND x1)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_249,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x2 OR (x0 XOR (x1 NAND x1))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_250,ExactFormulaCatalog,-1,8,1.0,1.0,1,1.0,13.0,8,(x0 OR x2),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_251,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 OR (x1 NAND (x1 XOR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_252,ExactFormulaCatalog,-1,8,1.0,1.0,1,1.0,13.0,8,(x1 OR x2),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_253,ExactFormulaCatalog,-1,8,1.0,1.0,3,3.0,28.0,8,(x0 NAND (x0 XOR (x1 OR x2))),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_254,ExactFormulaCatalog,-1,8,1.0,1.0,2,2.0,20.0,8,(x0 OR (x1 OR x2)),1.0,1.0,-1.0,,,
E19,eca_catalog,rule_255,ExactFormulaCatalog,-1,8,1.0,1.0,0,0.0,4.0,8,1,1.0,1.0,-1.0,,,
E19,eca_rollout,rule_30,ExactFormulaCircuit,19110,32896,1.0,1.0,2,2.0,20.0,8,(x2 XOR (x0 OR x1)),1.0,1.0,-1.0,1.0,1.0,
E19,eca_rollout,rule_90,ExactFormulaCircuit,19110,32896,1.0,1.0,1,1.0,13.0,8,(x0 XOR x2),1.0,1.0,-1.0,1.0,1.0,
E19,eca_rollout,rule_110,ExactFormulaCircuit,19110,32896,1.0,1.0,4,4.0,37.0,8,(x0 XOR (x1 AND (x0 NAND (x0 XOR x2)))),1.0,1.0,-1.0,1.0,1.0,
E19,eca_rollout,rule_150,ExactFormulaCircuit,19110,32896,1.0,1.0,2,2.0,20.0,8,(x0 XOR (x1 XOR x2)),1.0,1.0,-1.0,1.0,1.0,
E19,eca_rollout,rule_184,ExactFormulaCircuit,19110,32896,1.0,1.0,3,3.0,28.0,8,(x2 XOR (x1 AND (x0 XOR x2))),1.0,1.0,-1.0,1.0,1.0,
E19,eca_rollout,rule_204,ExactFormulaCircuit,19110,32896,1.0,1.0,0,0.0,4.0,8,x1,1.0,1.0,-1.0,1.0,1.0,
E19,eca_system_identification,rule_110,GateBeam,0,8,1.0,1.0,3,2.0,,8,((x0 NAND ~x2) NAND (x0 XOR ~x1)),,,,,,0.01291019981727004
E19,game_of_life,all_512_and_random_rollout,LifeLikeB3S23,-1,512,1.0,1.0,2,,18.0,512,count frontend plus two Boolean predicates,1.0,1.0,-1.0,1.0,1.0,0.0
E19,game_of_life,all_512_and_random_rollout,"FixedAND(center,north)",-1,512,0.5859375,0.46559139784946235,1,,,512,declared weak fixed-AND ablation,0.8655799278846154,0.0,1.0,0.0,0.015384615384615385,0.0
E19,game_of_life,all_512_and_random_rollout,GateBeam,0,512,0.78515625,0.6761904761904762,15,,,512,((((~x1 AND x4) AND (~x2 AND ~x3)) XOR ((x4 AND ~x7) AND (~x0 AND ~x8))) OR (((~x0 AND x4) AND (~x2 AND ~x3)) XOR ((x4 AND ~x5) AND (~x1 AND ~x6)))),0.7635291466346154,0.0,1.0,0.0,0.015384615384615385,3.526278000092134
E19,game_of_life,all_512_and_random_rollout,TinyMLP,0,512,1.0,1.0,0,,,512,32x16 float MLP,1.0,1.0,-1.0,1.0,1.0,1.5100483000278473
E19,game_of_life,all_512_and_random_rollout,TinyMLP,1,512,1.0,1.0,0,,,512,32x16 float MLP,1.0,1.0,-1.0,1.0,1.0,1.3488789000548422
E19,game_of_life,all_512_and_random_rollout,TinyMLP,2,512,1.0,1.0,0,,,512,32x16 float MLP,1.0,1.0,-1.0,1.0,1.0,2.4805600999388844
