truth_mask,minimum_formula_gates,parity4_minimum_formula_gates,no_more_complex_than_parity
33525,4,3,0.0
21675,4,3,0.0
12750,4,3,0.0
9180,4,3,0.0
15300,4,3,0.0
29580,4,3,0.0
4845,4,3,0.0
46984,4,3,0.0
8686,4,3,0.0
18551,4,3,0.0
47944,4,3,0.0
8926,4,3,0.0
17591,4,3,0.0
12780,4,3,0.0
29640,4,3,0.0
35895,4,3,0.0
31560,4,3,0.0
4830,4,3,0.0
33975,4,3,0.0
15180,4,3,0.0
735,4,3,0.0
50355,4,3,0.0
31556,4,3,0.0
4829,4,3,0.0
33979,4,3,0.0
47040,4,3,0.0
8700,4,3,0.0
18495,4,3,0.0
62280,4,3,0.0
12510,4,3,0.0
3255,4,3,0.0
9196,4,3,0.0
15304,4,3,0.0
766,4,3,0.0
50231,4,3,0.0
29516,4,3,0.0
4319,4,3,0.0
36019,4,3,0.0
31500,4,3,0.0
4815,4,3,0.0
34035,4,3,0.0
13005,4,3,0.0
3570,4,3,0.0
3060,4,3,0.0
12240,4,3,0.0
20400,4,3,0.0
1785,4,3,0.0
40864,4,3,0.0
2554,4,3,0.0
24671,4,3,0.0
44896,4,3,0.0
2806,4,3,0.0
20639,4,3,0.0
3576,4,3,0.0
20448,4,3,0.0
45087,4,3,0.0
28512,4,3,0.0
1782,4,3,0.0
37023,4,3,0.0
12144,4,3,0.0
759,4,3,0.0
53391,4,3,0.0
28496,4,3,0.0
1781,4,3,0.0
37039,4,3,0.0
40896,4,3,0.0
2556,4,3,0.0
24639,4,3,0.0
53088,4,3,0.0
3318,4,3,0.0
12447,4,3,0.0
3064,4,3,0.0
12256,4,3,0.0
53279,4,3,0.0
20336,4,3,0.0
1271,4,3,0.0
45199,4,3,0.0
28464,4,3,0.0
1779,4,3,0.0
37071,4,3,0.0
3825,4,3,0.0
65025,4,3,0.0
48705,4,3,0.0
56865,4,3,0.0
62985,4,3,0.0
29325,4,3,0.0
29835,4,3,0.0
48450,4,3,0.0
33150,4,3,0.0
17085,4,3,0.0
21165,4,3,0.0
20145,4,3,0.0
18105,4,3,0.0
23715,4,3,0.0
10986,4,3,0.0
43944,4,3,0.0
21591,4,3,0.0
56100,4,3,0.0
9435,4,3,0.0
13515,4,3,0.0
59160,4,3,0.0
6375,4,3,0.0
7395,4,3,0.0
60200,4,3,0.0
33470,4,3,0.0
5335,4,3,0.0
11985,4,3,0.0
9945,4,3,0.0
15045,4,3,0.0
6885,4,3,0.0
32959,4,3,0.0
19692,4,3,0.0
52680,4,3,0.0
12855,4,3,0.0
60744,4,3,0.0
34014,4,3,0.0
4791,4,3,0.0
32991,4,3,0.0
28920,4,3,0.0
61920,4,3,0.0
3615,4,3,0.0
63840,4,3,0.0
37110,4,3,0.0
1695,4,3,0.0
33015,4,3,0.0
29304,4,3,0.0
63656,4,3,0.0
29816,4,3,0.0
63688,4,3,0.0
30504,4,3,0.0
64136,4,3,0.0
30536,4,3,0.0
64648,4,3,0.0
58446,4,3,0.0
7089,4,3,0.0
57902,4,3,0.0
7633,4,3,0.0
60128,4,3,0.0
5407,4,3,0.0
7758,4,3,0.0
57777,4,3,0.0
44558,4,3,0.0
20977,4,3,0.0
60640,4,3,0.0
4895,4,3,0.0
7726,4,3,0.0
57809,4,3,0.0
52750,4,3,0.0
12785,4,3,0.0
61088,4,3,0.0
4447,4,3,0.0
5358,4,3,0.0
60177,4,3,0.0
41198,4,3,0.0
24337,4,3,0.0
61120,4,3,0.0
4415,4,3,0.0
4846,4,3,0.0
60689,4,3,0.0
49390,4,3,0.0
16145,4,3,0.0
55437,4,3,0.0
47243,4,3,0.0
36231,4,3,0.0
1879,4,3,0.0
35719,4,3,0.0
1847,4,3,0.0
35031,4,3,0.0
1399,4,3,0.0
34999,4,3,0.0
887,4,3,0.0
20076,4,3,0.0
60584,4,3,0.0
23660,4,3,0.0
24360,4,3,0.0
24416,4,3,0.0
64672,4,3,0.0
55410,4,3,0.0
10125,4,3,0.0
60104,4,3,0.0
5431,4,3,0.0
13938,4,3,0.0
51597,4,3,0.0
47666,4,3,0.0
17869,4,3,0.0
13882,4,3,0.0
51653,4,3,0.0
62002,4,3,0.0
3533,4,3,0.0
51770,4,3,0.0
13765,4,3,0.0
5370,4,3,0.0
60165,4,3,0.0
35066,4,3,0.0
30469,4,3,0.0
64192,4,3,0.0
1343,4,3,0.0
1786,4,3,0.0
63749,4,3,0.0
49402,4,3,0.0
16133,4,3,0.0
58545,4,3,0.0
45459,4,3,0.0
4951,4,3,0.0
41875,4,3,0.0
44195,4,3,0.0
41175,4,3,0.0
41119,4,3,0.0
863,4,3,0.0
18156,4,3,0.0
22220,4,3,0.0
21240,4,3,0.0
22256,4,3,0.0
55170,4,3,0.0
10365,4,3,0.0
14178,4,3,0.0
51357,4,3,0.0
45986,4,3,0.0
19549,4,3,0.0
13162,4,3,0.0
52373,4,3,0.0
62242,4,3,0.0
3293,4,3,0.0
8010,4,3,0.0
57525,4,3,0.0
36746,4,3,0.0
28789,4,3,0.0
3946,4,3,0.0
61589,4,3,0.0
53002,4,3,0.0
12533,4,3,0.0
50090,4,3,0.0
15445,4,3,0.0
60225,4,3,0.0
47379,4,3,0.0
43315,4,3,0.0
44295,4,3,0.0
43279,4,3,0.0
43715,4,3,0.0
11882,4,3,0.0
14954,4,3,0.0
16200,4,3,0.0
16224,4,3,0.0
22132,4,3,0.0
43403,4,3,0.0
56404,4,3,0.0
9131,4,3,0.0
22108,4,3,0.0
43427,4,3,0.0
62548,4,3,0.0
2987,4,3,0.0
47220,4,3,0.0
18315,4,3,0.0
44124,4,3,0.0
21411,4,3,0.0
4860,4,3,0.0
60675,4,3,0.0
35068,4,3,0.0
30467,4,3,0.0
1788,4,3,0.0
63747,4,3,0.0
41212,4,3,0.0
24323,4,3,0.0
53653,4,3,0.0
50581,4,3,0.0
58065,4,3,0.0
51909,4,3,0.0
49335,4,3,0.0
49311,4,3,0.0
9962,4,3,0.0
13994,4,3,0.0
13560,4,3,0.0
14064,4,3,0.0
22372,4,3,0.0
43163,4,3,0.0
54724,4,3,0.0
10811,4,3,0.0
21868,4,3,0.0
43667,4,3,0.0
62788,4,3,0.0
2747,4,3,0.0
46980,4,3,0.0
18555,4,3,0.0
7980,4,3,0.0
57555,4,3,0.0
36748,4,3,0.0
28787,4,3,0.0
3948,4,3,0.0
61587,4,3,0.0
44812,4,3,0.0
20723,4,3,0.0
42444,4,3,0.0
23091,4,3,0.0
55573,4,3,0.0
51541,4,3,0.0
60705,4,3,0.0
51975,4,3,0.0
51471,4,3,0.0
52389,4,3,0.0
6890,4,3,0.0
7850,4,3,0.0
7404,4,3,0.0
7884,4,3,0.0
22360,4,3,0.0
43175,4,3,0.0
54736,4,3,0.0
10799,4,3,0.0
21880,4,3,0.0
43655,4,3,0.0
56656,4,3,0.0
8879,4,3,0.0
14136,4,3,0.0
51399,4,3,0.0
46000,4,3,0.0
19535,4,3,0.0
13176,4,3,0.0
52359,4,3,0.0
47920,4,3,0.0
17615,4,3,0.0
40848,4,3,0.0
24687,4,3,0.0
39408,4,3,0.0
26127,4,3,0.0
58645,4,3,0.0
57685,4,3,0.0
58131,4,3,0.0
57651,4,3,0.0
63753,4,3,0.0
61593,4,3,0.0
36312,5,3,0.0
27362,5,3,0.0
38173,5,3,0.0
18262,5,3,0.0
42542,5,3,0.0
25927,5,3,0.0
22993,5,3,0.0
55452,5,3,0.0
27726,5,3,0.0
51672,5,3,0.0
37809,5,3,0.0
56460,5,3,0.0
50382,5,3,0.0
40344,5,3,0.0
15153,5,3,0.0
35289,5,3,0.0
36297,5,3,0.0
39369,5,3,0.0
40089,5,3,0.0
29767,5,3,0.0
28322,5,3,0.0
37213,5,3,0.0
17782,5,3,0.0
41582,5,3,0.0
25687,5,3,0.0
23953,5,3,0.0
55692,5,3,0.0
25806,5,3,0.0
52632,5,3,0.0
39729,5,3,0.0
55500,5,3,0.0
52302,5,3,0.0
39384,5,3,0.0
13233,5,3,0.0
36249,5,3,0.0
36057,5,3,0.0
35768,5,3,0.0
47258,5,3,0.0
27182,5,3,0.0
43448,5,3,0.0
38353,5,3,0.0
47754,5,3,0.0
41646,5,3,0.0
39832,5,3,0.0
23889,5,3,0.0
35257,5,3,0.0
35753,5,3,0.0
39337,5,3,0.0
39577,5,3,0.0
47498,5,3,0.0
25262,5,3,0.0
43928,5,3,0.0
40273,5,3,0.0
47274,5,3,0.0
43566,5,3,0.0
39352,5,3,0.0
21969,5,3,0.0
35737,5,3,0.0
35513,5,3,0.0
37782,5,3,0.0
38454,5,3,0.0
27081,5,3,0.0
27000,5,3,0.0
50145,5,3,0.0
38046,5,3,0.0
54918,5,3,0.0
58022,5,3,0.0
7513,5,3,0.0
10617,5,3,0.0
62982,5,3,0.0
25198,5,3,0.0
40337,5,3,0.0
58918,5,3,0.0
2553,5,3,0.0
6617,5,3,0.0
46614,5,3,0.0
39825,5,3,0.0
18921,5,3,0.0
26988,5,3,0.0
50121,5,3,0.0
25322,5,3,0.0
21622,5,3,0.0
40213,5,3,0.0
59042,5,3,0.0
30052,5,3,0.0
6493,5,3,0.0
18038,5,3,0.0
30021,5,3,0.0
44582,5,3,0.0
26437,5,3,0.0
20953,5,3,0.0
29797,5,3,0.0
42465,5,3,0.0
37534,5,3,0.0
46726,5,3,0.0
18809,5,3,0.0
54806,5,3,0.0
10729,5,3,0.0
38294,5,3,0.0
38486,5,3,0.0
27049,5,3,0.0
26986,5,3,0.0
42409,5,3,0.0
44706,5,3,0.0
26468,5,3,0.0
26910,5,3,0.0
5862,5,3,0.0
37278,5,3,0.0
59673,5,3,0.0
30870,5,3,0.0
30342,5,3,0.0
38808,5,3,0.0
35193,5,3,0.0
34665,5,3,0.0
57750,5,3,0.0
27105,5,3,0.0
58902,5,3,0.0
40593,5,3,0.0
6633,5,3,0.0
7785,5,3,0.0
26934,5,3,0.0
27798,5,3,0.0
37737,5,3,0.0
51606,5,3,0.0
59942,5,3,0.0
30277,5,3,0.0
5593,5,3,0.0
13929,5,3,0.0
26966,5,3,0.0
27286,5,3,0.0
38249,5,3,0.0
43414,5,3,0.0
22121,5,3,0.0
38547,5,3,0.0
22087,5,3,0.0
38549,5,3,0.0
39222,5,3,0.0
37734,5,3,0.0
27801,5,3,0.0
26520,5,3,0.0
52785,5,3,0.0
39246,5,3,0.0
55398,5,3,0.0
10137,5,3,0.0
61542,5,3,0.0
26158,5,3,0.0
39377,5,3,0.0
57958,5,3,0.0
3993,5,3,0.0
7577,5,3,0.0
45414,5,3,0.0
39345,5,3,0.0
20121,5,3,0.0
18278,5,3,0.0
29781,5,3,0.0
26268,5,3,0.0
52281,5,3,0.0
28202,5,3,0.0
22342,5,3,0.0
37333,5,3,0.0
60002,5,3,0.0
30292,5,3,0.0
5533,5,3,0.0
41702,5,3,0.0
25717,5,3,0.0
23833,5,3,0.0
44625,5,3,0.0
39214,5,3,0.0
47206,5,3,0.0
18329,5,3,0.0
53606,5,3,0.0
11929,5,3,0.0
39254,5,3,0.0
38246,5,3,0.0
27289,5,3,0.0
26266,5,3,0.0
43609,5,3,0.0
24990,5,3,0.0
7782,5,3,0.0
39198,5,3,0.0
57753,5,3,0.0
31110,5,3,0.0
30822,5,3,0.0
39288,5,3,0.0
34713,5,3,0.0
34425,5,3,0.0
59670,5,3,0.0
28305,5,3,0.0
57702,5,3,0.0
39393,5,3,0.0
7833,5,3,0.0
5865,5,3,0.0
25494,5,3,0.0
27078,5,3,0.0
38457,5,3,0.0
26006,5,3,0.0
27046,5,3,0.0
38489,5,3,0.0
43746,5,3,0.0
26228,5,3,0.0
39267,5,3,0.0
21607,5,3,0.0
39269,5,3,0.0
25703,5,3,0.0
26183,5,3,0.0
47164,5,3,0.0
15406,5,3,0.0
50129,5,3,0.0
10862,5,3,0.0
18007,5,3,0.0
54673,5,3,0.0
60066,5,3,0.0
30308,5,3,0.0
13932,5,3,0.0
5469,5,3,0.0
58978,5,3,0.0
30036,5,3,0.0
14748,5,3,0.0
6557,5,3,0.0
9838,5,3,0.0
17751,5,3,0.0
51603,5,3,0.0
55697,5,3,0.0
45964,5,3,0.0
13006,5,3,0.0
52529,5,3,0.0
9902,5,3,0.0
17767,5,3,0.0
55633,5,3,0.0
55386,5,3,0.0
23118,5,3,0.0
42417,5,3,0.0
29262,5,3,0.0
7128,5,3,0.0
36273,5,3,0.0
7065,5,3,0.0
54666,5,3,0.0
21678,5,3,0.0
43857,5,3,0.0
29742,5,3,0.0
7608,5,3,0.0
35793,5,3,0.0
6585,5,3,0.0
22122,5,3,0.0
22938,5,3,0.0
43413,5,3,0.0
41706,5,3,0.0
25718,5,3,0.0
27702,5,3,0.0
23829,5,3,0.0
28198,5,3,0.0
22341,5,3,0.0
37833,5,3,0.0
37337,5,3,0.0
38601,5,3,0.0
44586,5,3,0.0
26438,5,3,0.0
25542,5,3,0.0
20949,5,3,0.0
25318,5,3,0.0
21621,5,3,0.0
39993,5,3,0.0
40217,5,3,0.0
40041,5,3,0.0
27222,5,3,0.0
38313,5,3,0.0
38569,5,3,0.0
26022,5,3,0.0
39513,5,3,0.0
39529,5,3,0.0
27338,5,3,0.0
38197,5,3,0.0
21334,5,3,0.0
39482,5,3,0.0
22867,5,3,0.0
26053,5,3,0.0
58548,5,3,0.0
30834,5,3,0.0
57828,5,3,0.0
34701,5,3,0.0
62640,5,3,0.0
53490,5,3,0.0
46500,5,3,0.0
12045,5,3,0.0
45540,5,3,0.0
41445,5,3,0.0
45537,5,3,0.0
46245,5,3,0.0
23635,5,3,0.0
31370,5,3,0.0
34165,5,3,0.0
20830,5,3,0.0
35450,5,3,0.0
22615,5,3,0.0
30085,5,3,0.0
58800,5,3,0.0
22770,5,3,0.0
61860,5,3,0.0
42765,5,3,0.0
58608,5,3,0.0
61554,5,3,0.0
42468,5,3,0.0
3981,5,3,0.0
45477,5,3,0.0
45285,5,3,0.0
34710,5,3,0.0
38430,5,3,0.0
19178,5,3,0.0
21598,5,3,0.0
46357,5,3,0.0
55946,5,3,0.0
23896,5,3,0.0
9589,5,3,0.0
21086,5,3,0.0
55834,5,3,0.0
9701,5,3,0.0
47642,5,3,0.0
23377,5,3,0.0
17893,5,3,0.0
38070,5,3,0.0
54930,5,3,0.0
51866,5,3,0.0
13669,5,3,0.0
10605,5,3,0.0
56850,5,3,0.0
19066,5,3,0.0
46469,5,3,0.0
8685,5,3,0.0
40470,5,3,0.0
42885,5,3,0.0
25065,5,3,0.0
23641,5,3,0.0
23384,5,3,0.0
27194,5,3,0.0
38341,5,3,0.0
34486,5,3,0.0
40594,5,3,0.0
42916,5,3,0.0
24941,5,3,0.0
42661,5,3,0.0
59930,5,3,0.0
24145,5,3,0.0
5605,5,3,0.0
5850,5,3,0.0
34230,5,3,0.0
59685,5,3,0.0
24210,5,3,0.0
38820,5,3,0.0
41325,5,3,0.0
55830,5,3,0.0
46725,5,3,0.0
9705,5,3,0.0
38535,5,3,0.0
22099,5,3,0.0
41900,5,3,0.0
44198,5,3,0.0
43436,5,3,0.0
35514,5,3,0.0
41389,5,3,0.0
41897,5,3,0.0
44450,5,3,0.0
19130,5,3,0.0
43940,5,3,0.0
46405,5,3,0.0
44202,5,3,0.0
43578,5,3,0.0
42412,5,3,0.0
21957,5,3,0.0
41893,5,3,0.0
41645,5,3,0.0
42270,5,3,0.0
34650,5,3,0.0
30885,5,3,0.0
21338,5,3,0.0
23098,5,3,0.0
42437,5,3,0.0
51802,5,3,0.0
23637,5,3,0.0
13733,5,3,0.0
23460,5,3,0.0
61965,5,3,0.0
42354,5,3,0.0
58458,5,3,0.0
7077,5,3,0.0
52314,5,3,0.0
13221,5,3,0.0
36186,5,3,0.0
42381,5,3,0.0
29349,5,3,0.0
23220,5,3,0.0
61485,5,3,0.0
31274,5,3,0.0
22354,5,3,0.0
34261,5,3,0.0
59978,5,3,0.0
24148,5,3,0.0
5557,5,3,0.0
35546,5,3,0.0
22621,5,3,0.0
29989,5,3,0.0
18870,5,3,0.0
13914,5,3,0.0
42294,5,3,0.0
51621,5,3,0.0
28050,5,3,0.0
27738,5,3,0.0
42348,5,3,0.0
37797,5,3,0.0
37485,5,3,0.0
31365,5,3,0.0
51546,5,3,0.0
42441,5,3,0.0
13989,5,3,0.0
19350,5,3,0.0
27090,5,3,0.0
38445,5,3,0.0
42326,5,3,0.0
38234,5,3,0.0
27301,5,3,0.0
22934,5,3,0.0
27034,5,3,0.0
23206,5,3,0.0
38501,5,3,0.0
47685,5,3,0.0
42298,5,3,0.0
44122,5,3,0.0
21413,5,3,0.0
50522,5,3,0.0
15013,5,3,0.0
43621,5,3,0.0
43722,5,3,0.0
23132,5,3,0.0
42315,5,3,0.0
21595,5,3,0.0
42329,5,3,0.0
22619,5,3,0.0
23123,5,3,0.0
44092,5,3,0.0
15418,5,3,0.0
50117,5,3,0.0
10874,5,3,0.0
21079,5,3,0.0
54661,5,3,0.0
60042,5,3,0.0
24152,5,3,0.0
7800,5,3,0.0
5493,5,3,0.0
55882,5,3,0.0
23892,5,3,0.0
11700,5,3,0.0
9653,5,3,0.0
6778,5,3,0.0
20823,5,3,0.0
57735,5,3,0.0
58757,5,3,0.0
36784,5,3,0.0
3826,5,3,0.0
61709,5,3,0.0
6842,5,3,0.0
20827,5,3,0.0
58693,5,3,0.0
58470,5,3,0.0
26226,5,3,0.0
39309,5,3,0.0
20082,5,3,0.0
10212,5,3,0.0
45453,5,3,0.0
10149,5,3,0.0
35562,5,3,0.0
22622,5,3,0.0
30750,5,3,0.0
29973,5,3,0.0
31258,5,3,0.0
22353,5,3,0.0
34785,5,3,0.0
34277,5,3,0.0
38625,5,3,0.0
47658,5,3,0.0
23378,5,3,0.0
19410,5,3,0.0
17877,5,3,0.0
19162,5,3,0.0
21597,5,3,0.0
46125,5,3,0.0
46373,5,3,0.0
46185,5,3,0.0
54690,5,3,0.0
21690,5,3,0.0
43845,5,3,0.0
23610,5,3,0.0
13740,5,3,0.0
41925,5,3,0.0
9645,5,3,0.0
42597,5,3,0.0
42601,5,3,0.0
27818,5,3,0.0
37717,5,3,0.0
21814,5,3,0.0
37802,5,3,0.0
21907,5,3,0.0
27733,5,3,0.0
21955,5,3,0.0
60228,5,3,0.0
30594,5,3,0.0
60948,5,3,0.0
34941,5,3,0.0
64320,5,3,0.0
57090,5,3,0.0
47700,5,3,0.0
8445,5,3,0.0
48660,5,3,0.0
44565,5,3,0.0
48657,5,3,0.0
30890,5,3,0.0
34645,5,3,0.0
21790,5,3,0.0
34730,5,3,0.0
21895,5,3,0.0
30805,5,3,0.0
60240,5,3,0.0
24450,5,3,0.0
64020,5,3,0.0
41085,5,3,0.0
61248,5,3,0.0
63234,5,3,0.0
44628,5,3,0.0
2301,5,3,0.0
47637,5,3,0.0
48645,5,3,0.0
35190,5,3,0.0
37230,5,3,0.0
20138,5,3,0.0
21838,5,3,0.0
45397,5,3,0.0
55466,5,3,0.0
21976,5,3,0.0
10069,5,3,0.0
21806,5,3,0.0
53674,5,3,0.0
11861,5,3,0.0
45482,5,3,0.0
21937,5,3,0.0
20053,5,3,0.0
51626,5,3,0.0
21961,5,3,0.0
13909,5,3,0.0
18346,5,3,0.0
47189,5,3,0.0
39750,5,3,0.0
55650,5,3,0.0
9885,5,3,0.0
53730,5,3,0.0
11805,5,3,0.0
37350,5,3,0.0
43125,5,3,0.0
28185,5,3,0.0
21944,5,3,0.0
57770,5,3,0.0
21985,5,3,0.0
7765,5,3,0.0
7530,5,3,0.0
35670,5,3,0.0
58005,5,3,0.0
23010,5,3,0.0
39540,5,3,0.0
42525,5,3,0.0
53670,5,3,0.0
47205,5,3,0.0
11865,5,3,0.0
25514,5,3,0.0
40021,5,3,0.0
35686,5,3,0.0
39394,5,3,0.0
43636,5,3,0.0
26141,5,3,0.0
39015,5,3,0.0
21859,5,3,0.0
41310,5,3,0.0
34170,5,3,0.0
21818,5,3,0.0
21418,5,3,0.0
44117,5,3,0.0
50602,5,3,0.0
14933,5,3,0.0
29354,5,3,0.0
21874,5,3,0.0
36181,5,3,0.0
58538,5,3,0.0
21988,5,3,0.0
6997,5,3,0.0
36266,5,3,0.0
21901,5,3,0.0
29269,5,3,0.0
42834,5,3,0.0
58698,5,3,0.0
6837,5,3,0.0
50634,5,3,0.0
14901,5,3,0.0
34266,5,3,0.0
43101,5,3,0.0
31269,5,3,0.0
13674,5,3,0.0
41814,5,3,0.0
51861,5,3,0.0
26058,5,3,0.0
42588,5,3,0.0
39477,5,3,0.0
50586,5,3,0.0
44121,5,3,0.0
14949,5,3,0.0
21932,5,3,0.0
19370,5,3,0.0
46165,5,3,0.0
41818,5,3,0.0
42442,5,3,0.0
43612,5,3,0.0
23093,5,3,0.0
42075,5,3,0.0
21835,5,3,0.0
43580,5,3,0.0
43718,5,3,0.0
43676,5,3,0.0
35754,5,3,0.0
43549,5,3,0.0
43577,5,3,0.0
43730,5,3,0.0
43700,5,3,0.0
41898,5,3,0.0
43573,5,3,0.0
43565,5,3,0.0
21899,5,3,0.0
21923,5,3,0.0
41932,5,3,0.0
13258,5,3,0.0
52277,5,3,0.0
10154,5,3,0.0
21799,5,3,0.0
55381,5,3,0.0
59562,5,3,0.0
21992,5,3,0.0
6120,5,3,0.0
5973,5,3,0.0
54442,5,3,0.0
21972,5,3,0.0
11220,5,3,0.0
11093,5,3,0.0
6058,5,3,0.0
21783,5,3,0.0
59415,5,3,0.0
59477,5,3,0.0
35824,5,3,0.0
4066,5,3,0.0
61469,5,3,0.0
7082,5,3,0.0
21787,5,3,0.0
58453,5,3,0.0
36522,5,3,0.0
21902,5,3,0.0
29070,5,3,0.0
29013,5,3,0.0
29098,5,3,0.0
21873,5,3,0.0
36465,5,3,0.0
36437,5,3,0.0
40545,5,3,0.0
45738,5,3,0.0
21938,5,3,0.0
19890,5,3,0.0
19797,5,3,0.0
19882,5,3,0.0
21837,5,3,0.0
45645,5,3,0.0
45653,5,3,0.0
46665,5,3,0.0
58950,5,3,0.0
26466,5,3,0.0
39069,5,3,0.0
18402,5,3,0.0
11892,5,3,0.0
47133,5,3,0.0
10869,5,3,0.0
55890,5,3,0.0
23370,5,3,0.0
42165,5,3,0.0
21450,5,3,0.0
14940,5,3,0.0
44085,5,3,0.0
10845,5,3,0.0
39563,5,3,0.0
43179,5,3,0.0
39083,5,3,0.0
43659,5,3,0.0
42659,5,3,0.0
42155,5,3,0.0
43683,5,3,0.0
43619,5,3,0.0
43595,5,3,0.0
10475,5,3,0.0
11915,5,3,0.0
27305,5,3,0.0
15011,5,3,0.0
55506,5,3,0.0
53986,5,3,0.0
11549,5,3,0.0
56706,5,3,0.0
56866,5,3,0.0
8669,5,3,0.0
46308,5,3,0.0
19227,5,3,0.0
47284,5,3,0.0
48708,5,3,0.0
16827,5,3,0.0
48004,5,3,0.0
36584,5,3,0.0
19924,5,3,0.0
28951,5,3,0.0
59534,5,3,0.0
6001,5,3,0.0
59594,5,3,0.0
54364,5,3,0.0
5941,5,3,0.0
44264,5,3,0.0
50644,5,3,0.0
21271,5,3,0.0
56396,5,3,0.0
52936,5,3,0.0
12599,5,3,0.0
36076,5,3,0.0
29459,5,3,0.0
36524,5,3,0.0
19909,5,3,0.0
29011,5,3,0.0
36554,5,3,0.0
28981,5,3,0.0
44174,5,3,0.0
21361,5,3,0.0
51406,5,3,0.0
14129,5,3,0.0
60556,5,3,0.0
4979,5,3,0.0
59564,5,3,0.0
5971,5,3,0.0
52316,5,3,0.0
50636,5,3,0.0
52396,5,3,0.0
51916,5,3,0.0
23749,5,3,0.0
60554,5,3,0.0
54604,5,3,0.0
4981,5,3,0.0
44744,5,3,0.0
52564,5,3,0.0
20791,5,3,0.0
54476,5,3,0.0
52456,5,3,0.0
13079,5,3,0.0
36556,5,3,0.0
28979,5,3,0.0
35564,5,3,0.0
19669,5,3,0.0
29971,5,3,0.0
36074,5,3,0.0
29461,5,3,0.0
43214,5,3,0.0
22321,5,3,0.0
52366,5,3,0.0
13169,5,3,0.0
59596,5,3,0.0
5939,5,3,0.0
60044,5,3,0.0
5491,5,3,0.0
52421,5,3,0.0
29223,5,3,0.0
10029,5,3,0.0
8829,5,3,0.0
58566,5,3,0.0
50890,5,3,0.0
14645,5,3,0.0
62850,5,3,0.0
62986,5,3,0.0
2549,5,3,0.0
40152,5,3,0.0
25383,5,3,0.0
44188,5,3,0.0
48720,5,3,0.0
16815,5,3,0.0
44944,5,3,0.0
45800,5,3,0.0
29140,5,3,0.0
19735,5,3,0.0
59618,5,3,0.0
54388,5,3,0.0
5917,5,3,0.0
47336,5,3,0.0
53716,5,3,0.0
18199,5,3,0.0
62576,5,3,0.0
62176,5,3,0.0
3359,5,3,0.0
45304,5,3,0.0
20231,5,3,0.0
45752,5,3,0.0
29137,5,3,0.0
19783,5,3,0.0
61556,5,3,0.0
53744,5,3,0.0
61624,5,3,0.0
45794,5,3,0.0
19741,5,3,0.0
47282,5,3,0.0
18253,5,3,0.0
57586,5,3,0.0
7949,5,3,0.0
59570,5,3,0.0
5965,5,3,0.0
63664,5,3,0.0
1871,5,3,0.0
59576,5,3,0.0
5959,5,3,0.0
58096,5,3,0.0
29905,5,3,0.0
63650,5,3,0.0
54640,5,3,0.0
1885,5,3,0.0
47840,5,3,0.0
61780,5,3,0.0
17695,5,3,0.0
54512,5,3,0.0
61672,5,3,0.0
3863,5,3,0.0
45808,5,3,0.0
19727,5,3,0.0
41720,5,3,0.0
28885,5,3,0.0
23815,5,3,0.0
45290,5,3,0.0
20245,5,3,0.0
43250,5,3,0.0
22285,5,3,0.0
61618,5,3,0.0
3917,5,3,0.0
59632,5,3,0.0
5903,5,3,0.0
60080,5,3,0.0
5455,5,3,0.0
61649,5,3,0.0
19995,5,3,0.0
6969,5,3,0.0
2685,5,3,0.0
60486,5,3,0.0
52330,5,3,0.0
13205,5,3,0.0
63570,5,3,0.0
61546,5,3,0.0
3989,5,3,0.0
40392,5,3,0.0
25143,5,3,0.0
43468,5,3,0.0
46560,5,3,0.0
18975,5,3,0.0
43504,5,3,0.0
48680,5,3,0.0
32020,5,3,0.0
16855,5,3,0.0
61058,5,3,0.0
55108,5,3,0.0
4477,5,3,0.0
48776,5,3,0.0
56596,5,3,0.0
16759,5,3,0.0
63296,5,3,0.0
65056,5,3,0.0
479,5,3,0.0
48904,5,3,0.0
16631,5,3,0.0
47912,5,3,0.0
32017,5,3,0.0
17623,5,3,0.0
63236,5,3,0.0
57104,5,3,0.0
64264,5,3,0.0
61216,5,3,0.0
32065,5,3,0.0
48674,5,3,0.0
16861,5,3,0.0
48002,5,3,0.0
17533,5,3,0.0
61186,5,3,0.0
4349,5,3,0.0
60290,5,3,0.0
5245,5,3,0.0
64384,5,3,0.0
1151,5,3,0.0
60296,5,3,0.0
5239,5,3,0.0
64130,5,3,0.0
55120,5,3,0.0
1405,5,3,0.0
48800,5,3,0.0
62740,5,3,0.0
16735,5,3,0.0
57152,5,3,0.0
65032,5,3,0.0
503,5,3,0.0
48928,5,3,0.0
16607,5,3,0.0
44840,5,3,0.0
32005,5,3,0.0
20695,5,3,0.0
48650,5,3,0.0
16885,5,3,0.0
44930,5,3,0.0
20605,5,3,0.0
64258,5,3,0.0
1277,5,3,0.0
61312,5,3,0.0
4223,5,3,0.0
60320,5,3,0.0
5215,5,3,0.0
64769,5,3,0.0
16875,5,3,0.0
5049,5,3,0.0
1965,5,3,0.0
38370,5,3,0.0
23906,5,3,0.0
25181,5,3,0.0
38346,5,3,0.0
30026,5,3,0.0
19061,5,3,0.0
38506,5,3,0.0
27029,5,3,0.0
47190,5,3,0.0
47686,5,3,0.0
17849,5,3,0.0
18345,5,3,0.0
56609,5,3,0.0
44118,5,3,0.0
44626,5,3,0.0
20909,5,3,0.0
21417,5,3,0.0
