benchmark,samples,method,repeat,milliseconds,objects,seed
relation_filter,,dense_boolean_gate,7,0.1628,256.0,2.0
relation_filter,,dense_boolean_gate,8,0.163,256.0,2.0
relation_filter,,dense_boolean_gate,9,0.162,256.0,2.0
relation_filter,,indexed_gate_filter,0,0.3714,256.0,2.0
relation_filter,,indexed_gate_filter,1,0.3698,256.0,2.0
relation_filter,,indexed_gate_filter,2,0.3809,256.0,2.0
relation_filter,,indexed_gate_filter,3,0.3429,256.0,2.0
relation_filter,,indexed_gate_filter,4,0.3608,256.0,2.0
relation_filter,,indexed_gate_filter,5,0.3618,256.0,2.0
relation_filter,,indexed_gate_filter,6,0.353,256.0,2.0
relation_filter,,indexed_gate_filter,7,0.354,256.0,2.0
relation_filter,,indexed_gate_filter,8,0.3568,256.0,2.0
relation_filter,,indexed_gate_filter,9,0.3471,256.0,2.0
relation_filter,,dense_boolean_gate,0,1.1498,512.0,2.0
relation_filter,,dense_boolean_gate,1,1.0093,512.0,2.0
relation_filter,,dense_boolean_gate,2,0.9954,512.0,2.0
relation_filter,,dense_boolean_gate,3,1.0224,512.0,2.0
relation_filter,,dense_boolean_gate,4,0.972,512.0,2.0
relation_filter,,dense_boolean_gate,5,0.9785,512.0,2.0
relation_filter,,dense_boolean_gate,6,1.056,512.0,2.0
relation_filter,,dense_boolean_gate,7,1.0076,512.0,2.0
relation_filter,,dense_boolean_gate,8,0.9876,512.0,2.0
relation_filter,,dense_boolean_gate,9,0.9899,512.0,2.0
relation_filter,,indexed_gate_filter,0,0.7246,512.0,2.0
relation_filter,,indexed_gate_filter,1,0.7229,512.0,2.0
relation_filter,,indexed_gate_filter,2,0.742,512.0,2.0
relation_filter,,indexed_gate_filter,3,0.967,512.0,2.0
relation_filter,,indexed_gate_filter,4,0.7043,512.0,2.0
relation_filter,,indexed_gate_filter,5,0.7065,512.0,2.0
relation_filter,,indexed_gate_filter,6,0.7049,512.0,2.0
relation_filter,,indexed_gate_filter,7,0.7075,512.0,2.0
relation_filter,,indexed_gate_filter,8,0.7051,512.0,2.0
relation_filter,,indexed_gate_filter,9,0.7042,512.0,2.0
relation_filter,,dense_boolean_gate,0,4.7818,1024.0,2.0
relation_filter,,dense_boolean_gate,1,4.7091,1024.0,2.0
relation_filter,,dense_boolean_gate,2,4.5502,1024.0,2.0
relation_filter,,dense_boolean_gate,3,4.7425,1024.0,2.0
relation_filter,,dense_boolean_gate,4,4.7366,1024.0,2.0
relation_filter,,dense_boolean_gate,5,4.5239,1024.0,2.0
relation_filter,,dense_boolean_gate,6,4.4049,1024.0,2.0
relation_filter,,dense_boolean_gate,7,4.6695,1024.0,2.0
relation_filter,,dense_boolean_gate,8,7.7055,1024.0,2.0
relation_filter,,dense_boolean_gate,9,4.4376,1024.0,2.0
relation_filter,,indexed_gate_filter,0,1.4892,1024.0,2.0
relation_filter,,indexed_gate_filter,1,1.4756,1024.0,2.0
relation_filter,,indexed_gate_filter,2,1.4568,1024.0,2.0
relation_filter,,indexed_gate_filter,3,1.4571,1024.0,2.0
relation_filter,,indexed_gate_filter,4,1.4518,1024.0,2.0
relation_filter,,indexed_gate_filter,5,1.4696,1024.0,2.0
relation_filter,,indexed_gate_filter,6,1.4723,1024.0,2.0
relation_filter,,indexed_gate_filter,7,1.4673,1024.0,2.0
relation_filter,,indexed_gate_filter,8,1.5576,1024.0,2.0
relation_filter,,indexed_gate_filter,9,1.6054,1024.0,2.0
relation_filter,,dense_boolean_gate,0,25.5492,2048.0,2.0
relation_filter,,dense_boolean_gate,1,22.8606,2048.0,2.0
relation_filter,,dense_boolean_gate,2,22.4084,2048.0,2.0
relation_filter,,dense_boolean_gate,3,22.5472,2048.0,2.0
relation_filter,,dense_boolean_gate,4,22.2219,2048.0,2.0
relation_filter,,dense_boolean_gate,5,25.6329,2048.0,2.0
relation_filter,,dense_boolean_gate,6,23.7723,2048.0,2.0
relation_filter,,dense_boolean_gate,7,23.4575,2048.0,2.0
relation_filter,,dense_boolean_gate,8,22.9876,2048.0,2.0
relation_filter,,dense_boolean_gate,9,23.1587,2048.0,2.0
relation_filter,,indexed_gate_filter,0,3.0235,2048.0,2.0
relation_filter,,indexed_gate_filter,1,3.0651,2048.0,2.0
relation_filter,,indexed_gate_filter,2,3.6272,2048.0,2.0
relation_filter,,indexed_gate_filter,3,3.5466,2048.0,2.0
relation_filter,,indexed_gate_filter,4,3.2714,2048.0,2.0
relation_filter,,indexed_gate_filter,5,3.1094,2048.0,2.0
relation_filter,,indexed_gate_filter,6,3.1753,2048.0,2.0
relation_filter,,indexed_gate_filter,7,3.1028,2048.0,2.0
relation_filter,,indexed_gate_filter,8,3.0477,2048.0,2.0
relation_filter,,indexed_gate_filter,9,4.2105,2048.0,2.0
relation_filter,,dense_boolean_gate,0,0.0498,64.0,3.0
relation_filter,,dense_boolean_gate,1,0.0514,64.0,3.0
relation_filter,,dense_boolean_gate,2,0.0484,64.0,3.0
relation_filter,,dense_boolean_gate,3,0.0513,64.0,3.0
relation_filter,,dense_boolean_gate,4,0.0544,64.0,3.0
relation_filter,,dense_boolean_gate,5,0.0526,64.0,3.0
relation_filter,,dense_boolean_gate,6,0.0534,64.0,3.0
relation_filter,,dense_boolean_gate,7,0.0507,64.0,3.0
relation_filter,,dense_boolean_gate,8,0.0533,64.0,3.0
relation_filter,,dense_boolean_gate,9,0.0509,64.0,3.0
relation_filter,,indexed_gate_filter,0,0.2791,64.0,3.0
relation_filter,,indexed_gate_filter,1,0.2629,64.0,3.0
relation_filter,,indexed_gate_filter,2,0.2543,64.0,3.0
relation_filter,,indexed_gate_filter,3,0.2493,64.0,3.0
relation_filter,,indexed_gate_filter,4,0.2494,64.0,3.0
relation_filter,,indexed_gate_filter,5,0.2638,64.0,3.0
relation_filter,,indexed_gate_filter,6,0.2635,64.0,3.0
relation_filter,,indexed_gate_filter,7,0.259,64.0,3.0
relation_filter,,indexed_gate_filter,8,0.4122,64.0,3.0
relation_filter,,indexed_gate_filter,9,0.1832,64.0,3.0
relation_filter,,dense_boolean_gate,0,0.0848,128.0,3.0
relation_filter,,dense_boolean_gate,1,0.0842,128.0,3.0
relation_filter,,dense_boolean_gate,2,0.0935,128.0,3.0
relation_filter,,dense_boolean_gate,3,0.0854,128.0,3.0
relation_filter,,dense_boolean_gate,4,0.111,128.0,3.0
relation_filter,,dense_boolean_gate,5,0.0875,128.0,3.0
relation_filter,,dense_boolean_gate,6,0.0847,128.0,3.0
relation_filter,,dense_boolean_gate,7,0.1045,128.0,3.0
relation_filter,,dense_boolean_gate,8,0.0972,128.0,3.0
relation_filter,,dense_boolean_gate,9,0.0819,128.0,3.0
relation_filter,,indexed_gate_filter,0,0.345,128.0,3.0
relation_filter,,indexed_gate_filter,1,0.4459,128.0,3.0
relation_filter,,indexed_gate_filter,2,0.1936,128.0,3.0
relation_filter,,indexed_gate_filter,3,0.1755,128.0,3.0
relation_filter,,indexed_gate_filter,4,0.177,128.0,3.0
relation_filter,,indexed_gate_filter,5,0.1746,128.0,3.0
relation_filter,,indexed_gate_filter,6,0.1832,128.0,3.0
relation_filter,,indexed_gate_filter,7,0.1743,128.0,3.0
relation_filter,,indexed_gate_filter,8,0.1741,128.0,3.0
relation_filter,,indexed_gate_filter,9,0.1746,128.0,3.0
relation_filter,,dense_boolean_gate,0,0.1773,256.0,3.0
relation_filter,,dense_boolean_gate,1,0.1762,256.0,3.0
relation_filter,,dense_boolean_gate,2,0.1677,256.0,3.0
relation_filter,,dense_boolean_gate,3,0.1771,256.0,3.0
relation_filter,,dense_boolean_gate,4,0.1661,256.0,3.0
relation_filter,,dense_boolean_gate,5,0.1683,256.0,3.0
relation_filter,,dense_boolean_gate,6,0.1768,256.0,3.0
relation_filter,,dense_boolean_gate,7,0.1782,256.0,3.0
relation_filter,,dense_boolean_gate,8,0.1713,256.0,3.0
relation_filter,,dense_boolean_gate,9,0.1706,256.0,3.0
relation_filter,,indexed_gate_filter,0,0.4072,256.0,3.0
relation_filter,,indexed_gate_filter,1,0.4319,256.0,3.0
relation_filter,,indexed_gate_filter,2,0.3778,256.0,3.0
relation_filter,,indexed_gate_filter,3,0.413,256.0,3.0
relation_filter,,indexed_gate_filter,4,0.4027,256.0,3.0
relation_filter,,indexed_gate_filter,5,0.3868,256.0,3.0
relation_filter,,indexed_gate_filter,6,0.3944,256.0,3.0
relation_filter,,indexed_gate_filter,7,0.3881,256.0,3.0
relation_filter,,indexed_gate_filter,8,0.391,256.0,3.0
relation_filter,,indexed_gate_filter,9,0.4223,256.0,3.0
relation_filter,,dense_boolean_gate,0,0.9746,512.0,3.0
relation_filter,,dense_boolean_gate,1,1.0974,512.0,3.0
relation_filter,,dense_boolean_gate,2,1.1816,512.0,3.0
relation_filter,,dense_boolean_gate,3,1.0102,512.0,3.0
relation_filter,,dense_boolean_gate,4,1.0182,512.0,3.0
relation_filter,,dense_boolean_gate,5,1.07,512.0,3.0
relation_filter,,dense_boolean_gate,6,1.0179,512.0,3.0
relation_filter,,dense_boolean_gate,7,1.1021,512.0,3.0
relation_filter,,dense_boolean_gate,8,1.059,512.0,3.0
relation_filter,,dense_boolean_gate,9,1.1316,512.0,3.0
relation_filter,,indexed_gate_filter,0,0.7316,512.0,3.0
relation_filter,,indexed_gate_filter,1,0.7298,512.0,3.0
relation_filter,,indexed_gate_filter,2,0.7409,512.0,3.0
relation_filter,,indexed_gate_filter,3,0.7332,512.0,3.0
relation_filter,,indexed_gate_filter,4,0.7311,512.0,3.0
relation_filter,,indexed_gate_filter,5,0.7268,512.0,3.0
relation_filter,,indexed_gate_filter,6,0.7324,512.0,3.0
relation_filter,,indexed_gate_filter,7,0.7325,512.0,3.0
relation_filter,,indexed_gate_filter,8,0.7273,512.0,3.0
relation_filter,,indexed_gate_filter,9,0.7308,512.0,3.0
relation_filter,,dense_boolean_gate,0,4.957,1024.0,3.0
relation_filter,,dense_boolean_gate,1,4.8406,1024.0,3.0
relation_filter,,dense_boolean_gate,2,5.2888,1024.0,3.0
relation_filter,,dense_boolean_gate,3,4.9609,1024.0,3.0
relation_filter,,dense_boolean_gate,4,4.8363,1024.0,3.0
relation_filter,,dense_boolean_gate,5,5.7242,1024.0,3.0
relation_filter,,dense_boolean_gate,6,5.3901,1024.0,3.0
relation_filter,,dense_boolean_gate,7,5.712,1024.0,3.0
relation_filter,,dense_boolean_gate,8,5.8254,1024.0,3.0
relation_filter,,dense_boolean_gate,9,5.2132,1024.0,3.0
relation_filter,,indexed_gate_filter,0,1.5044,1024.0,3.0
relation_filter,,indexed_gate_filter,1,2.115,1024.0,3.0
relation_filter,,indexed_gate_filter,2,2.5172,1024.0,3.0
relation_filter,,indexed_gate_filter,3,1.5967,1024.0,3.0
relation_filter,,indexed_gate_filter,4,1.6007,1024.0,3.0
relation_filter,,indexed_gate_filter,5,1.5701,1024.0,3.0
relation_filter,,indexed_gate_filter,6,1.5778,1024.0,3.0
relation_filter,,indexed_gate_filter,7,1.5823,1024.0,3.0
relation_filter,,indexed_gate_filter,8,1.6397,1024.0,3.0
relation_filter,,indexed_gate_filter,9,1.6043,1024.0,3.0
relation_filter,,dense_boolean_gate,0,24.4983,2048.0,3.0
relation_filter,,dense_boolean_gate,1,19.9509,2048.0,3.0
relation_filter,,dense_boolean_gate,2,20.4445,2048.0,3.0
relation_filter,,dense_boolean_gate,3,22.9544,2048.0,3.0
relation_filter,,dense_boolean_gate,4,21.4614,2048.0,3.0
relation_filter,,dense_boolean_gate,5,22.0867,2048.0,3.0
relation_filter,,dense_boolean_gate,6,22.3374,2048.0,3.0
relation_filter,,dense_boolean_gate,7,25.6731,2048.0,3.0
relation_filter,,dense_boolean_gate,8,24.8201,2048.0,3.0
relation_filter,,dense_boolean_gate,9,21.9795,2048.0,3.0
relation_filter,,indexed_gate_filter,0,3.1265,2048.0,3.0
relation_filter,,indexed_gate_filter,1,3.1169,2048.0,3.0
relation_filter,,indexed_gate_filter,2,3.1419,2048.0,3.0
relation_filter,,indexed_gate_filter,3,3.1431,2048.0,3.0
relation_filter,,indexed_gate_filter,4,3.0557,2048.0,3.0
relation_filter,,indexed_gate_filter,5,3.0714,2048.0,3.0
relation_filter,,indexed_gate_filter,6,3.0057,2048.0,3.0
relation_filter,,indexed_gate_filter,7,2.9811,2048.0,3.0
relation_filter,,indexed_gate_filter,8,3.4524,2048.0,3.0
relation_filter,,indexed_gate_filter,9,2.9879,2048.0,3.0
relation_filter,,dense_boolean_gate,0,0.0215,64.0,4.0
relation_filter,,dense_boolean_gate,1,0.0228,64.0,4.0
relation_filter,,dense_boolean_gate,2,0.022,64.0,4.0
relation_filter,,dense_boolean_gate,3,0.0218,64.0,4.0
relation_filter,,dense_boolean_gate,4,0.022,64.0,4.0
relation_filter,,dense_boolean_gate,5,0.0223,64.0,4.0
relation_filter,,dense_boolean_gate,6,0.0213,64.0,4.0
relation_filter,,dense_boolean_gate,7,0.0211,64.0,4.0
relation_filter,,dense_boolean_gate,8,0.0212,64.0,4.0
relation_filter,,dense_boolean_gate,9,0.0211,64.0,4.0
relation_filter,,indexed_gate_filter,0,0.0861,64.0,4.0
relation_filter,,indexed_gate_filter,1,0.0859,64.0,4.0
relation_filter,,indexed_gate_filter,2,0.0857,64.0,4.0
relation_filter,,indexed_gate_filter,3,0.0862,64.0,4.0
relation_filter,,indexed_gate_filter,4,0.087,64.0,4.0
relation_filter,,indexed_gate_filter,5,0.0856,64.0,4.0
relation_filter,,indexed_gate_filter,6,0.0854,64.0,4.0
relation_filter,,indexed_gate_filter,7,0.0857,64.0,4.0
relation_filter,,indexed_gate_filter,8,0.0856,64.0,4.0
relation_filter,,indexed_gate_filter,9,0.0853,64.0,4.0
relation_filter,,dense_boolean_gate,0,0.0486,128.0,4.0
relation_filter,,dense_boolean_gate,1,0.0479,128.0,4.0
relation_filter,,dense_boolean_gate,2,0.0482,128.0,4.0
relation_filter,,dense_boolean_gate,3,0.0478,128.0,4.0
relation_filter,,dense_boolean_gate,4,0.0481,128.0,4.0
relation_filter,,dense_boolean_gate,5,0.0482,128.0,4.0
relation_filter,,dense_boolean_gate,6,0.0485,128.0,4.0
relation_filter,,dense_boolean_gate,7,0.0485,128.0,4.0
relation_filter,,dense_boolean_gate,8,0.0484,128.0,4.0
relation_filter,,dense_boolean_gate,9,0.0482,128.0,4.0
relation_filter,,indexed_gate_filter,0,0.1794,128.0,4.0
relation_filter,,indexed_gate_filter,1,0.1796,128.0,4.0
relation_filter,,indexed_gate_filter,2,0.1793,128.0,4.0
relation_filter,,indexed_gate_filter,3,0.1863,128.0,4.0
relation_filter,,indexed_gate_filter,4,0.1798,128.0,4.0
relation_filter,,indexed_gate_filter,5,0.1812,128.0,4.0
relation_filter,,indexed_gate_filter,6,0.1796,128.0,4.0
relation_filter,,indexed_gate_filter,7,0.1787,128.0,4.0
relation_filter,,indexed_gate_filter,8,0.1751,128.0,4.0
relation_filter,,indexed_gate_filter,9,0.1752,128.0,4.0
relation_filter,,dense_boolean_gate,0,0.1707,256.0,4.0
relation_filter,,dense_boolean_gate,1,0.1695,256.0,4.0
relation_filter,,dense_boolean_gate,2,0.1697,256.0,4.0
relation_filter,,dense_boolean_gate,3,0.1701,256.0,4.0
relation_filter,,dense_boolean_gate,4,0.1716,256.0,4.0
relation_filter,,dense_boolean_gate,5,0.1701,256.0,4.0
relation_filter,,dense_boolean_gate,6,0.1698,256.0,4.0
relation_filter,,dense_boolean_gate,7,0.17,256.0,4.0
relation_filter,,dense_boolean_gate,8,0.1705,256.0,4.0
relation_filter,,dense_boolean_gate,9,0.1701,256.0,4.0
relation_filter,,indexed_gate_filter,0,0.4105,256.0,4.0
relation_filter,,indexed_gate_filter,1,0.3723,256.0,4.0
relation_filter,,indexed_gate_filter,2,0.351,256.0,4.0
relation_filter,,indexed_gate_filter,3,0.3484,256.0,4.0
relation_filter,,indexed_gate_filter,4,0.3484,256.0,4.0
relation_filter,,indexed_gate_filter,5,0.3468,256.0,4.0
relation_filter,,indexed_gate_filter,6,0.3463,256.0,4.0
relation_filter,,indexed_gate_filter,7,0.3469,256.0,4.0
relation_filter,,indexed_gate_filter,8,0.3453,256.0,4.0
relation_filter,,indexed_gate_filter,9,0.3503,256.0,4.0
relation_filter,,dense_boolean_gate,0,0.9589,512.0,4.0
relation_filter,,dense_boolean_gate,1,0.9512,512.0,4.0
relation_filter,,dense_boolean_gate,2,0.9475,512.0,4.0
relation_filter,,dense_boolean_gate,3,0.9444,512.0,4.0
relation_filter,,dense_boolean_gate,4,0.9356,512.0,4.0
relation_filter,,dense_boolean_gate,5,0.9894,512.0,4.0
relation_filter,,dense_boolean_gate,6,1.3624,512.0,4.0
relation_filter,,dense_boolean_gate,7,0.9991,512.0,4.0
relation_filter,,dense_boolean_gate,8,0.9867,512.0,4.0
relation_filter,,dense_boolean_gate,9,0.9395,512.0,4.0
relation_filter,,indexed_gate_filter,0,0.6902,512.0,4.0
relation_filter,,indexed_gate_filter,1,0.6904,512.0,4.0
relation_filter,,indexed_gate_filter,2,0.7009,512.0,4.0
relation_filter,,indexed_gate_filter,3,0.7021,512.0,4.0
relation_filter,,indexed_gate_filter,4,0.7258,512.0,4.0
relation_filter,,indexed_gate_filter,5,0.7036,512.0,4.0
relation_filter,,indexed_gate_filter,6,0.7109,512.0,4.0
relation_filter,,indexed_gate_filter,7,0.7111,512.0,4.0
relation_filter,,indexed_gate_filter,8,0.716,512.0,4.0
relation_filter,,indexed_gate_filter,9,0.7284,512.0,4.0
relation_filter,,dense_boolean_gate,0,4.5182,1024.0,4.0
relation_filter,,dense_boolean_gate,1,4.3642,1024.0,4.0
relation_filter,,dense_boolean_gate,2,4.6999,1024.0,4.0
relation_filter,,dense_boolean_gate,3,4.4625,1024.0,4.0
relation_filter,,dense_boolean_gate,4,4.385,1024.0,4.0
relation_filter,,dense_boolean_gate,5,4.3866,1024.0,4.0
relation_filter,,dense_boolean_gate,6,14.7712,1024.0,4.0
relation_filter,,dense_boolean_gate,7,4.5853,1024.0,4.0
relation_filter,,dense_boolean_gate,8,4.4647,1024.0,4.0
relation_filter,,dense_boolean_gate,9,4.4873,1024.0,4.0
relation_filter,,indexed_gate_filter,0,1.9158,1024.0,4.0
relation_filter,,indexed_gate_filter,1,2.3786,1024.0,4.0
relation_filter,,indexed_gate_filter,2,2.3574,1024.0,4.0
relation_filter,,indexed_gate_filter,3,1.9596,1024.0,4.0
relation_filter,,indexed_gate_filter,4,1.4872,1024.0,4.0
relation_filter,,indexed_gate_filter,5,1.5371,1024.0,4.0
relation_filter,,indexed_gate_filter,6,1.5214,1024.0,4.0
relation_filter,,indexed_gate_filter,7,1.5086,1024.0,4.0
relation_filter,,indexed_gate_filter,8,1.6064,1024.0,4.0
relation_filter,,indexed_gate_filter,9,1.5303,1024.0,4.0
relation_filter,,dense_boolean_gate,0,21.0312,2048.0,4.0
relation_filter,,dense_boolean_gate,1,20.4974,2048.0,4.0
relation_filter,,dense_boolean_gate,2,20.7669,2048.0,4.0
relation_filter,,dense_boolean_gate,3,20.4964,2048.0,4.0
relation_filter,,dense_boolean_gate,4,21.3667,2048.0,4.0
relation_filter,,dense_boolean_gate,5,20.6747,2048.0,4.0
relation_filter,,dense_boolean_gate,6,21.8502,2048.0,4.0
relation_filter,,dense_boolean_gate,7,22.4147,2048.0,4.0
relation_filter,,dense_boolean_gate,8,22.6493,2048.0,4.0
relation_filter,,dense_boolean_gate,9,21.6178,2048.0,4.0
relation_filter,,indexed_gate_filter,0,3.0956,2048.0,4.0
relation_filter,,indexed_gate_filter,1,3.4421,2048.0,4.0
relation_filter,,indexed_gate_filter,2,3.0738,2048.0,4.0
relation_filter,,indexed_gate_filter,3,3.0266,2048.0,4.0
relation_filter,,indexed_gate_filter,4,3.1023,2048.0,4.0
relation_filter,,indexed_gate_filter,5,3.1682,2048.0,4.0
relation_filter,,indexed_gate_filter,6,3.0989,2048.0,4.0
relation_filter,,indexed_gate_filter,7,2.9975,2048.0,4.0
relation_filter,,indexed_gate_filter,8,2.9907,2048.0,4.0
relation_filter,,indexed_gate_filter,9,3.0465,2048.0,4.0
relation_filter,,dense_boolean_gate,0,0.022,64.0,5.0
relation_filter,,dense_boolean_gate,1,0.021,64.0,5.0
relation_filter,,dense_boolean_gate,2,0.022,64.0,5.0
relation_filter,,dense_boolean_gate,3,0.0213,64.0,5.0
relation_filter,,dense_boolean_gate,4,0.021,64.0,5.0
relation_filter,,dense_boolean_gate,5,0.0214,64.0,5.0
relation_filter,,dense_boolean_gate,6,0.0221,64.0,5.0
relation_filter,,dense_boolean_gate,7,0.0215,64.0,5.0
relation_filter,,dense_boolean_gate,8,0.0213,64.0,5.0
relation_filter,,dense_boolean_gate,9,0.0212,64.0,5.0
relation_filter,,indexed_gate_filter,0,0.0905,64.0,5.0
relation_filter,,indexed_gate_filter,1,0.089,64.0,5.0
relation_filter,,indexed_gate_filter,2,0.0885,64.0,5.0
relation_filter,,indexed_gate_filter,3,0.092,64.0,5.0
relation_filter,,indexed_gate_filter,4,0.0886,64.0,5.0
relation_filter,,indexed_gate_filter,5,0.0883,64.0,5.0
relation_filter,,indexed_gate_filter,6,0.0881,64.0,5.0
relation_filter,,indexed_gate_filter,7,0.0884,64.0,5.0
relation_filter,,indexed_gate_filter,8,0.0889,64.0,5.0
relation_filter,,indexed_gate_filter,9,0.0883,64.0,5.0
relation_filter,,dense_boolean_gate,0,0.048,128.0,5.0
relation_filter,,dense_boolean_gate,1,0.0469,128.0,5.0
relation_filter,,dense_boolean_gate,2,0.0466,128.0,5.0
relation_filter,,dense_boolean_gate,3,0.047,128.0,5.0
relation_filter,,dense_boolean_gate,4,0.0474,128.0,5.0
relation_filter,,dense_boolean_gate,5,0.0468,128.0,5.0
relation_filter,,dense_boolean_gate,6,0.0467,128.0,5.0
relation_filter,,dense_boolean_gate,7,0.0468,128.0,5.0
relation_filter,,dense_boolean_gate,8,0.0476,128.0,5.0
relation_filter,,dense_boolean_gate,9,0.047,128.0,5.0
relation_filter,,indexed_gate_filter,0,0.1668,128.0,5.0
relation_filter,,indexed_gate_filter,1,0.1673,128.0,5.0
relation_filter,,indexed_gate_filter,2,0.1683,128.0,5.0
relation_filter,,indexed_gate_filter,3,0.1664,128.0,5.0
relation_filter,,indexed_gate_filter,4,0.1671,128.0,5.0
relation_filter,,indexed_gate_filter,5,0.1665,128.0,5.0
relation_filter,,indexed_gate_filter,6,0.1669,128.0,5.0
relation_filter,,indexed_gate_filter,7,0.1664,128.0,5.0
relation_filter,,indexed_gate_filter,8,0.2066,128.0,5.0
relation_filter,,indexed_gate_filter,9,0.2931,128.0,5.0
relation_filter,,dense_boolean_gate,0,0.1596,256.0,5.0
relation_filter,,dense_boolean_gate,1,0.1596,256.0,5.0
relation_filter,,dense_boolean_gate,2,0.1628,256.0,5.0
relation_filter,,dense_boolean_gate,3,0.1596,256.0,5.0
relation_filter,,dense_boolean_gate,4,0.1586,256.0,5.0
relation_filter,,dense_boolean_gate,5,0.1583,256.0,5.0
relation_filter,,dense_boolean_gate,6,0.1582,256.0,5.0
relation_filter,,dense_boolean_gate,7,0.1587,256.0,5.0
relation_filter,,dense_boolean_gate,8,0.1607,256.0,5.0
relation_filter,,dense_boolean_gate,9,0.1595,256.0,5.0
relation_filter,,indexed_gate_filter,0,0.3456,256.0,5.0
relation_filter,,indexed_gate_filter,1,0.352,256.0,5.0
relation_filter,,indexed_gate_filter,2,0.3575,256.0,5.0
relation_filter,,indexed_gate_filter,3,0.3354,256.0,5.0
relation_filter,,indexed_gate_filter,4,0.341,256.0,5.0
relation_filter,,indexed_gate_filter,5,0.3396,256.0,5.0
relation_filter,,indexed_gate_filter,6,0.3354,256.0,5.0
relation_filter,,indexed_gate_filter,7,0.3398,256.0,5.0
relation_filter,,indexed_gate_filter,8,0.3511,256.0,5.0
relation_filter,,indexed_gate_filter,9,0.3501,256.0,5.0
relation_filter,,dense_boolean_gate,0,0.9744,512.0,5.0
relation_filter,,dense_boolean_gate,1,0.9905,512.0,5.0
relation_filter,,dense_boolean_gate,2,0.9982,512.0,5.0
relation_filter,,dense_boolean_gate,3,0.9468,512.0,5.0
relation_filter,,dense_boolean_gate,4,0.9372,512.0,5.0
relation_filter,,dense_boolean_gate,5,0.9417,512.0,5.0
relation_filter,,dense_boolean_gate,6,0.9368,512.0,5.0
relation_filter,,dense_boolean_gate,7,0.9382,512.0,5.0
relation_filter,,dense_boolean_gate,8,0.9355,512.0,5.0
relation_filter,,dense_boolean_gate,9,0.9344,512.0,5.0
relation_filter,,indexed_gate_filter,0,0.7553,512.0,5.0
relation_filter,,indexed_gate_filter,1,0.7075,512.0,5.0
relation_filter,,indexed_gate_filter,2,0.7642,512.0,5.0
relation_filter,,indexed_gate_filter,3,0.7418,512.0,5.0
relation_filter,,indexed_gate_filter,4,0.6952,512.0,5.0
relation_filter,,indexed_gate_filter,5,0.6897,512.0,5.0
relation_filter,,indexed_gate_filter,6,0.6841,512.0,5.0
relation_filter,,indexed_gate_filter,7,0.6751,512.0,5.0
relation_filter,,indexed_gate_filter,8,0.7952,512.0,5.0
relation_filter,,indexed_gate_filter,9,0.752,512.0,5.0
relation_filter,,dense_boolean_gate,0,5.0307,1024.0,5.0
relation_filter,,dense_boolean_gate,1,5.4701,1024.0,5.0
relation_filter,,dense_boolean_gate,2,4.7251,1024.0,5.0
relation_filter,,dense_boolean_gate,3,5.0084,1024.0,5.0
relation_filter,,dense_boolean_gate,4,5.4585,1024.0,5.0
relation_filter,,dense_boolean_gate,5,5.1352,1024.0,5.0
relation_filter,,dense_boolean_gate,6,4.8053,1024.0,5.0
relation_filter,,dense_boolean_gate,7,5.3222,1024.0,5.0
relation_filter,,dense_boolean_gate,8,4.8041,1024.0,5.0
relation_filter,,dense_boolean_gate,9,4.9084,1024.0,5.0
relation_filter,,indexed_gate_filter,0,1.6418,1024.0,5.0
relation_filter,,indexed_gate_filter,1,1.6073,1024.0,5.0
relation_filter,,indexed_gate_filter,2,1.6008,1024.0,5.0
relation_filter,,indexed_gate_filter,3,1.807,1024.0,5.0
relation_filter,,indexed_gate_filter,4,1.6164,1024.0,5.0
relation_filter,,indexed_gate_filter,5,1.6168,1024.0,5.0
relation_filter,,indexed_gate_filter,6,1.6076,1024.0,5.0
relation_filter,,indexed_gate_filter,7,2.3688,1024.0,5.0
relation_filter,,indexed_gate_filter,8,3.1581,1024.0,5.0
relation_filter,,indexed_gate_filter,9,3.0605,1024.0,5.0
relation_filter,,dense_boolean_gate,0,21.5601,2048.0,5.0
relation_filter,,dense_boolean_gate,1,23.4435,2048.0,5.0
relation_filter,,dense_boolean_gate,2,22.16,2048.0,5.0
relation_filter,,dense_boolean_gate,3,20.1539,2048.0,5.0
relation_filter,,dense_boolean_gate,4,22.6547,2048.0,5.0
relation_filter,,dense_boolean_gate,5,21.6875,2048.0,5.0
relation_filter,,dense_boolean_gate,6,22.3831,2048.0,5.0
relation_filter,,dense_boolean_gate,7,22.8377,2048.0,5.0
relation_filter,,dense_boolean_gate,8,22.3324,2048.0,5.0
relation_filter,,dense_boolean_gate,9,21.4389,2048.0,5.0
relation_filter,,indexed_gate_filter,0,2.9102,2048.0,5.0
relation_filter,,indexed_gate_filter,1,3.0641,2048.0,5.0
relation_filter,,indexed_gate_filter,2,2.9024,2048.0,5.0
relation_filter,,indexed_gate_filter,3,2.9442,2048.0,5.0
relation_filter,,indexed_gate_filter,4,3.01,2048.0,5.0
relation_filter,,indexed_gate_filter,5,2.9601,2048.0,5.0
relation_filter,,indexed_gate_filter,6,4.1739,2048.0,5.0
relation_filter,,indexed_gate_filter,7,3.7934,2048.0,5.0
relation_filter,,indexed_gate_filter,8,3.0512,2048.0,5.0
