task_id,neighborhood,offset_count,exception_count,model_description_bits,wrapper_description_bits,total_description_bits,binary4_gate_upper_bound,onehot_gate_upper_bound,binary4_state_bits_per_cell,onehot_state_bits_per_cell,onehot_boundary_input_states,test_cells,binary4_dynamic_gate_upper_bound,onehot_dynamic_gate_upper_bound,compiled_checked,compiled_equivalent,binary4_invalid_rate,onehot_invalid_rate,direct_median_seconds,direct_p95_seconds,binary4_median_seconds,binary4_p95_seconds,onehot_median_seconds,onehot_p95_seconds,compile_skip_reason,dataset,split
67a3c6ac,moore_r1,9,72,2958,8,2966,4887,2808,4,10,11,9,43983,25272,1.0,1.0,0.0,0.0,4.7313980758190155e-05,6.124796345829964e-05,0.0021939449943602085,0.0022091229911893606,0.0018854659283533692,0.0019021079642698169,,ARC-AGI-2,training
67a423a3,moore_r1,9,24,1036,8,1044,1815,936,4,10,11,144,261360,134784,1.0,1.0,0.0,0.0,0.00028883805498480797,0.00029975606594234705,0.000951924012042582,0.0009750679600983858,0.0007728859782218933,0.000789006007835269,,ARC-AGI-2,training
68b16354,von_neumann_r1,5,78,1923,8,1931,3437,2730,4,10,11,49,168413,133770,1.0,1.0,0.0,0.0,0.00010447995737195015,0.00011767703108489513,0.002488104975782335,0.0024985609343275428,0.001738085993565619,0.0017570339841768146,,ARC-AGI-2,training
6ad5bdfd,von_neumann_r2,13,60,3461,8,3469,6412,2580,4,10,11,100,641200,258000,1.0,1.0,0.0,0.0,0.0002473130589351058,0.0002570089418441057,0.002117750933393836,0.0021431479835882783,0.0019889799878001213,0.00200356706045568,,ARC-AGI-2,training
6bcdb01e,moore_r2,25,22,2461,8,2469,3312,1210,4,10,11,64,211968,77440,1.0,1.0,0.0,0.0,0.0002202349714934826,0.0002326869871467352,0.0008187569910660386,0.0008365929825231433,0.0010921229841187596,0.0011088730534538627,,ARC-AGI-2,training
6c434453,von_neumann_r2,13,27,1612,8,1620,2883,1161,4,10,11,100,288300,116100,1.0,1.0,0.0,0.0,0.0002478070091456175,0.0002613828983157873,0.0009930770611390471,0.001049297978170216,0.0009579869220033288,0.0009692389285191894,,ARC-AGI-2,training
6cf79266,von_neumann_r2,13,36,2117,8,2125,3806,1548,4,10,11,400,1522400,619200,1.0,1.0,0.0,0.0,0.0009136130101978779,0.0009402880677953362,0.0018286439590156078,0.001867476967163384,0.0015730529557913542,0.0015872559743002057,,ARC-AGI-2,training
6d0160f0,moore_r1,9,110,4478,8,4486,8072,4290,4,10,11,121,976712,519090,1.0,1.0,0.0,0.0,0.00025446293875575066,0.0002660199534147978,0.0037858010036870837,0.003896458074450493,0.0031155680771917105,0.003135350998491049,,ARC-AGI-2,training
6d75e8bb,von_neumann_r2,13,33,1949,8,1957,3663,1419,4,10,11,99,362637,140481,1.0,1.0,0.0,0.0,0.00024500698782503605,0.00025613594334572554,0.0012373540084809065,0.0012806759914383292,0.0011332459980621934,0.0011470270110294223,,ARC-AGI-2,training
6df30ad6,von_neumann_r2,13,85,4862,8,4870,8990,3655,4,10,11,100,899000,365500,1.0,1.0,0.0,0.0,0.00024728395510464907,0.00026271003298461437,0.0029228030471131206,0.0029592750361189246,0.002769540064036846,0.0027895800303667784,,ARC-AGI-2,training
6e02f1e3,von_neumann_r2,13,45,2621,8,2629,4223,1935,4,10,11,9,38007,17415,1.0,1.0,0.0,0.0,5.3743948228657246e-05,6.578105967491865e-05,0.0014247320359572768,0.0014471299946308136,0.0014289469690993428,0.0014439510414376855,,ARC-AGI-2,training
6e82a1ae,von_neumann_r2,13,42,2453,8,2461,4472,1806,4,10,11,100,447200,180600,1.0,1.0,0.0,0.0,0.00024733401369303465,0.0002599250292405486,0.0015217659529298544,0.0015607579844072461,0.0014189169742166996,0.0014364239759743214,,ARC-AGI-2,training
6ea4a07e,moore_r1,9,52,2157,8,2165,3832,2028,4,10,11,18,68976,36504,1.0,1.0,0.0,0.0,9.024189785122871e-05,0.00010845204815268517,0.003192199976183474,0.003220606013201177,0.002745821955613792,0.0027649099938571453,,ARC-AGI-2,training
6f8cd79b,von_neumann_r1,5,8,240,8,248,392,280,4,10,11,42,16464,11760,1.0,1.0,0.0,0.0,9.585206862539053e-05,0.00010365108028054237,0.0003158389590680599,0.0003636860055848956,0.00024281698279082775,0.0002543430309742689,,ARC-AGI-2,training
712bf12e,moore_r2,25,109,11511,8,11519,21548,5995,4,10,11,169,3641612,1013155,1.0,1.0,0.0,0.0,0.000522191054187715,0.000548069947399199,0.004224463016726077,0.004286589100956917,0.005448590032756329,0.005454530939459801,,ARC-AGI-2,training
74dd1130,von_neumann_r1,5,18,481,8,489,794,630,4,10,11,9,7146,5670,1.0,1.0,0.0,0.0,3.850692883133888e-05,5.1561975851655006e-05,0.0005924340803176165,0.0006343580316752195,0.0004315120168030262,0.00044125807471573353,,ARC-AGI-2,training
782b5218,von_neumann_r2,13,132,7497,8,7505,13738,5676,4,10,11,100,1373800,567600,1.0,1.0,0.0,0.0,0.0002543110167607665,0.00026355404406785965,0.004465410951524973,0.004509498015977442,0.00424572394695133,0.004257249995134771,,ARC-AGI-2,training
79369cc6,moore_r1,9,17,756,8,764,1258,663,4,10,11,240,301920,159120,1.0,1.0,0.0,0.0,0.00046172388829290867,0.00046927493531256914,0.0007646849844604731,0.0008513450156897306,0.0006250329315662384,0.0006414459785446525,,ARC-AGI-2,training
794b24be,moore_r2,25,42,4542,8,4550,7433,2310,4,10,11,18,133794,41580,1.0,1.0,0.0,0.0,0.00013628508895635605,0.00015740003436803818,0.0026789639377966523,0.002698931028135121,0.0038456099573522806,0.0038525410927832127,,ARC-AGI-2,training
7e02026e,von_neumann_r2,13,39,2285,8,2293,4289,1677,4,10,11,144,617616,241488,1.0,1.0,0.0,0.0,0.00033933704253286123,0.0003462570020928979,0.0015372280031442642,0.0015489879297092557,0.0013852029806002975,0.001399221015162766,,ARC-AGI-2,training
7e0986d6,von_neumann_r1,5,21,553,8,561,998,735,4,10,11,204,203592,149940,1.0,1.0,0.0,0.0,0.0003441310254856944,0.00035504705738276243,0.0008545010350644588,0.0008890009485185146,0.0006073469994589686,0.0006178099429234862,,ARC-AGI-2,training
7ee1c6ea,von_neumann_r1,5,64,1587,8,1595,2901,2240,4,10,11,100,290100,224000,1.0,1.0,0.0,0.0,0.0001819609897211194,0.00019384105689823627,0.002176537993364036,0.0022303370060399175,0.0014811779838055372,0.0014938509557396173,,ARC-AGI-2,training
7f4411dc,von_neumann_r1,5,13,360,8,368,623,455,4,10,11,100,62300,45500,1.0,1.0,0.0,0.0,0.0001835009315982461,0.0001922709634527564,0.0004921429790556431,0.0005082510178908706,0.00037143100053071976,0.00038737698923796415,,ARC-AGI-2,training
810b9b61,moore_r2,25,58,6206,8,6214,11542,3190,4,10,11,144,1662048,459360,1.0,1.0,0.0,0.0,0.0004473249427974224,0.00045798299834132195,0.0022185479756444693,0.0022347329650074244,0.002899263985455036,0.0029256680281832814,,ARC-AGI-2,training
825aa9e9,moore_r2,25,34,3710,8,3718,5271,1870,4,10,11,200,1054200,374000,1.0,1.0,0.0,0.0,0.0005990930367261171,0.0006092860130593181,0.0014529470354318619,0.0014681409811601043,0.0018651570426300168,0.0018738899379968643,,ARC-AGI-2,training
833966f4,center_wire_-1_+0,2,8,125,8,133,201,256,4,10,11,5,1005,1280,1.0,1.0,0.0,0.0,2.842792309820652e-05,4.1658058762550354e-05,0.0002962549915537238,0.00033338600769639015,0.00020064995624125004,0.00021201896015554667,,ARC-AGI-2,training
84db8fc4,moore_r1,9,165,6681,8,6689,12447,6435,4,10,11,100,1244700,643500,1.0,1.0,0.0,0.0,0.00022070796694606543,0.00023867108393460512,0.005510966060683131,0.00558200606610626,0.004505667951889336,0.004543935996480286,,ARC-AGI-2,training
84f2aca1,von_neumann_r1,5,16,433,8,441,764,560,4,10,11,156,119184,87360,1.0,1.0,0.0,0.0,0.00027014303486794233,0.0002804719842970371,0.0006400260608643293,0.0006598710315302014,0.0004642170388251543,0.0004810200771316886,,ARC-AGI-2,training
85c4e7cd,moore_r1,9,196,7921,8,7929,13972,7644,4,10,11,196,2738512,1498224,1.0,1.0,0.0,0.0,0.0003918069414794445,0.0004219389520585537,0.007094433065503836,0.007134297979064286,0.005841164966113865,0.005852336063981056,,ARC-AGI-2,training
87ab05b8,moore_r1,9,21,916,8,924,1428,819,4,10,11,16,22848,13104,1.0,1.0,0.0,0.0,5.7372963055968285e-05,6.865989416837692e-05,0.0006957059958949685,0.0007330679800361395,0.0005963270086795092,0.0006090609822422266,,ARC-AGI-2,training
880c1354,von_neumann_r2,13,76,4358,8,4366,6789,3268,4,10,11,64,434496,209152,1.0,1.0,0.0,0.0,0.00017134007066488266,0.00018499698489904404,0.00253140099812299,0.0025670939357951283,0.002413654001429677,0.0024278699420392513,,ARC-AGI-2,training
8886d717,moore_r2,25,28,3085,8,3093,4420,1540,4,10,11,169,746980,260260,1.0,1.0,0.0,0.0,0.0005118040135130286,0.0005240159807726741,0.0011677780421450734,0.0012017550179734826,0.0015072050737217069,0.0015322669642046094,,ARC-AGI-2,training
890034e9,von_neumann_r2,13,46,2677,8,2685,4893,1978,4,10,11,441,2157813,872298,1.0,1.0,0.0,0.0,0.0009608688997104764,0.0009918339783325791,0.0024184940848499537,0.0024370569735765457,0.002031057025305927,0.0020420539658516645,,ARC-AGI-2,training
896d5239,von_neumann_r2,13,49,2845,8,2853,5147,2107,4,10,11,270,1389690,568890,1.0,1.0,0.0,0.0,0.0006021390436217189,0.0006143460050225258,0.0021878450643271208,0.0022929050028324127,0.0019129200372844934,0.001932529965415597,,ARC-AGI-2,training
8dae5dfc,moore_r2,25,506,52803,8,52811,91897,27830,4,10,11,380,34920860,10575400,1.0,1.0,0.0,0.0,0.0012093479745090008,0.0012152569834142923,0.023189843981526792,0.023271590005606413,0.028653610963374376,0.02868884603958577,,ARC-AGI-2,training
8fbca751,von_neumann_r2,13,41,2397,8,2405,4383,1763,4,10,11,96,420768,169248,1.0,1.0,0.0,0.0,0.00023689703084528446,0.0002576810074970126,0.001475638011470437,0.0014925079885870218,0.0013809879310429096,0.0013985700206831098,,ARC-AGI-2,training
913fb3ed,moore_r1,9,30,1276,8,1284,2440,1170,4,10,11,256,624640,299520,1.0,1.0,0.0,0.0,0.0004939180798828602,0.0005024529527872801,0.0013872269773855805,0.0014260630123317242,0.0010323929600417614,0.0010563429677858949,,ARC-AGI-2,training
91714a58,von_neumann_r1,5,196,4758,8,4766,9218,6860,4,10,11,256,2359808,1756160,1.0,1.0,0.0,0.0,0.000432729022577405,0.0004605320282280445,0.007446545059792697,0.007525880937464535,0.0050097169587388635,0.005051169078797102,,ARC-AGI-2,training
9344f635,moore_r2,25,70,7455,8,7463,10364,3850,4,10,11,100,1036400,385000,1.0,1.0,0.0,0.0,0.0003253000322729349,0.00033955799881368876,0.0025062300264835358,0.0025435941061004996,0.0033458449179306626,0.003374915919266641,,ARC-AGI-2,training
93b581b8,moore_r2,25,41,4438,8,4446,7548,2255,4,10,11,36,271728,81180,1.0,1.0,0.0,0.0,0.00014782801736146212,0.00016584491822868586,0.0013859550235792994,0.0014047540025785565,0.0019120549550279975,0.0019620050443336368,,ARC-AGI-2,training
9473c6fb,von_neumann_r2,13,21,1276,8,1284,1698,903,4,10,11,108,183384,97524,1.0,1.0,0.0,0.0,0.0002609259681776166,0.00027086096815764904,0.0008243949851021171,0.0008685149950906634,0.000789490994066,0.0008242999901995063,,ARC-AGI-2,training
952a094c,von_neumann_r2,13,24,1444,8,1452,2572,1032,4,10,11,100,257200,103200,1.0,1.0,0.0,0.0,0.00024314795155078173,0.000255360035225749,0.00092819903511554,0.0009345629950985312,0.0008597220294177532,0.0008690959075465798,,ARC-AGI-2,training
9565186b,center_wire_-1_+0,2,11,161,8,169,281,352,4,10,11,9,2529,3168,1.0,1.0,0.0,0.0,3.38209792971611e-05,4.365900531411171e-05,0.00038629001937806606,0.0003984780050814152,0.0002505290322005749,0.0002616889541968703,,ARC-AGI-2,training
95990924,moore_r1,9,4,232,8,240,328,156,4,10,11,225,73800,35100,1.0,1.0,0.0,0.0,0.00044069590512663126,0.000448268954642117,0.0002579200081527233,0.00027685100212693214,0.00023655290715396404,0.0002494970103725791,,ARC-AGI-2,training
9720b24f,moore_r1,9,14,635,8,643,1051,546,4,10,11,156,163956,85176,1.0,1.0,0.0,0.0,0.00030876602977514267,0.00032118894159793854,0.0005852120229974389,0.0006043619941920042,0.0005046980222687125,0.0005190579686313868,,ARC-AGI-2,training
97c75046,moore_r1,9,6,312,8,320,380,234,4,10,11,160,60800,37440,1.0,1.0,0.0,0.0,0.00031686306465417147,0.00032443308737128973,0.00030769198201596737,0.0003272229805588722,0.00027334108017385006,0.0002883380511775613,,ARC-AGI-2,training
984d8a3e,moore_r2,25,46,4958,8,4966,7532,2530,4,10,11,289,2176748,731170,1.0,1.0,0.0,0.0,0.0008437720825895667,0.0008908340241760015,0.002115159062668681,0.0021335429046303034,0.0026048809522762895,0.0026254389667883515,,ARC-AGI-2,training
9968a131,center_wire_+0_-1,2,6,98,8,106,147,192,4,10,11,25,3675,4800,1.0,1.0,0.0,0.0,5.415803752839565e-05,7.082999218255281e-05,0.00024176703300327063,0.00025773700326681137,0.00016958697233349085,0.00018375390209257603,,ARC-AGI-2,training
9b5080bb,von_neumann_r2,13,34,2005,8,2013,3470,1462,4,10,11,729,2529630,1065798,1.0,1.0,0.0,0.0,0.0015794549835845828,0.001613436033949256,0.0022169939475134015,0.0022501411149278283,0.0019173560431227088,0.0019536380423232913,,ARC-AGI-2,training
9c56f360,von_neumann_r2,13,22,1332,8,1340,2277,946,4,10,11,81,184437,76626,1.0,1.0,0.0,0.0,0.00020337000023573637,0.00021809793543070555,0.0008511759806424379,0.0008610099321231246,0.0007841390324756503,0.0008242590120062232,,ARC-AGI-2,training
9caba7c3,von_neumann_r2,13,66,3798,8,3806,6402,2838,4,10,11,361,2311122,1024518,1.0,1.0,0.0,0.0,0.0008268619421869516,0.0008360970532521605,0.003116633975878358,0.003172812983393669,0.002705743070691824,0.0027137090219184756,,ARC-AGI-2,training
9caf5b84,von_neumann_r1,5,45,1130,8,1138,2012,1575,4,10,11,24,48288,37800,1.0,1.0,0.0,0.0,6.45520631223917e-05,7.532897870987654e-05,0.0014197150012478232,0.0014488110318779945,0.0009999709436669946,0.0010193890193477273,,ARC-AGI-2,training
9dfd6313,moore_r2,25,18,2045,8,2053,3227,990,4,10,11,36,116172,35640,1.0,1.0,0.0,0.0,0.00014365999959409237,0.00016896601300686598,0.0006601730128750205,0.0006808110047131777,0.0009054809343069792,0.0009415309177711606,,ARC-AGI-2,training
9edfc990,von_neumann_r2,13,255,14386,8,14394,26725,10965,4,10,11,256,6841600,2807040,1.0,1.0,0.0,0.0,0.0005908029852434993,0.0006045519839972258,0.010004968964494765,0.010276686982251704,0.009221435058861971,0.009243689011782408,,ARC-AGI-2,training
9f5f939b,von_neumann_r2,13,1,151,8,159,103,43,4,10,11,400,41200,17200,1.0,1.0,0.0,0.0,0.0008908510208129883,0.0009094569832086563,0.0001942539820447564,0.0002140220021829009,0.00019774609245359898,0.00020943605341017246,,ARC-AGI-2,training
9f669b64,moore_r2,25,46,4958,8,4966,7223,2530,4,10,11,100,722300,253000,1.0,1.0,0.0,0.0,0.00032257894054055214,0.0003330459585413337,0.0016704699955880642,0.0017869200091809034,0.002245732001028955,0.002269224962219596,,ARC-AGI-2,training
a04b2602,von_neumann_r2,13,143,8113,8,8121,13908,6149,4,10,11,432,6008256,2656368,1.0,1.0,0.0,0.0,0.0009606849635019898,0.000992043991573155,0.006877999985590577,0.0068943609949201345,0.005893307970836759,0.005915901041589677,,ARC-AGI-2,training
a09f6c25,moore_r2,25,156,16402,8,16410,27118,8580,4,10,11,1458,39538044,12509640,1.0,1.0,0.0,0.0,0.0042104339227080345,0.004262500908225775,0.019459186936728656,0.019467733916826546,0.02313693903852254,0.02315715595614165,,ARC-AGI-2,training
a1570a43,moore_r2,25,58,6206,8,6214,11466,3190,4,10,11,80,917280,255200,1.0,1.0,0.0,0.0,0.0002683730563148856,0.00028025300707668066,0.002025977009907365,0.00204677099827677,0.0027437929529696703,0.0027494749519973993,,ARC-AGI-2,training
a5313dff,von_neumann_r2,13,22,1332,8,1340,2405,946,4,10,11,81,194805,76626,1.0,1.0,0.0,0.0,0.00020539097022265196,0.00021811900660395622,0.000833963043987751,0.0008671529358252883,0.0007816388970240951,0.0007980349473655224,,ARC-AGI-2,training
a699fb00,von_neumann_r1,5,3,117,8,125,146,105,4,10,11,100,14600,10500,1.0,1.0,0.0,0.0,0.00018094806000590324,0.00019185699056833982,0.000175278983078897,0.0001927489647641778,0.0001514939358457923,0.00015957793220877647,,ARC-AGI-2,training
a79310a0,center_wire_-1_+0,2,4,74,8,82,105,128,4,10,11,25,2625,3200,1.0,1.0,0.0,0.0,5.487294401973486e-05,6.533600389957428e-05,0.00018112803809344769,0.00019700604025274515,0.00013742700684815645,0.00014871405437588692,,ARC-AGI-2,training
a834deea,moore_r2,25,23,2565,8,2573,4612,1265,4,10,11,256,1180672,323840,1.0,1.0,0.0,0.0,0.0007541360100731254,0.0007999680237844586,0.0010898369364440441,0.0011088510509580374,0.0013608610024675727,0.0013871630653738976,,ARC-AGI-2,training
a85d4709,von_neumann_r1,5,30,769,8,777,1400,1050,4,10,11,9,12600,9450,1.0,1.0,0.0,0.0,4.0835002437233925e-05,5.142693407833576e-05,0.0009368490427732468,0.0009652130538597703,0.0006882480811327696,0.0006984110223129392,,ARC-AGI-2,training
a8610ef7,von_neumann_r2,13,84,4806,8,4814,8696,3612,4,10,11,36,313056,130032,1.0,1.0,0.0,0.0,0.000114077003672719,0.0001256049145013094,0.002697509014979005,0.00273225293494761,0.0026366410311311483,0.002645285101607442,,ARC-AGI-2,training
a8d7556c,von_neumann_r2,13,62,3573,8,3581,6422,2666,4,10,11,324,2080728,863784,1.0,1.0,0.0,0.0,0.0007386719807982445,0.0007639180403202772,0.002784843905828893,0.002816351014189422,0.002473208005540073,0.0024994841078296304,,ARC-AGI-2,training
a934301b,moore_r2,25,116,12239,8,12247,22694,6380,4,10,11,156,3540264,995280,1.0,1.0,0.0,0.0,0.00048437307123094797,0.0005051480839028955,0.004335111007094383,0.0043467829236760736,0.005781305953860283,0.0057915879879146814,,ARC-AGI-2,training
a9f96cdd,moore_r1,9,14,635,8,643,1082,546,4,10,11,15,16230,8190,1.0,1.0,0.0,0.0,5.629309453070164e-05,6.701296661049128e-05,0.0004904139786958694,0.0005186880007386208,0.00042967195622622967,0.0004422069760039449,,ARC-AGI-2,training
aa18de87,moore_r2,25,43,4646,8,4654,8368,2365,4,10,11,36,301248,85140,1.0,1.0,0.0,0.0,0.0001475149765610695,0.00016824400518089533,0.00144506199285388,0.0014551220228895545,0.002020078944042325,0.0020316600566729903,,ARC-AGI-2,training
aa300dc3,moore_r2,25,29,3189,8,3197,5634,1595,4,10,11,100,563400,159500,1.0,1.0,0.0,0.0,0.00032051699236035347,0.00033309892751276493,0.0010984580731019378,0.0012098730076104403,0.0014623129973188043,0.0014649160439148545,,ARC-AGI-2,training
aa62e3f4,moore_r1,9,55,2277,8,2285,3897,2145,4,10,11,25,97425,53625,1.0,1.0,0.0,0.0,7.666100282222033e-05,9.234994649887085e-05,0.0017483599949628115,0.0017599919810891151,0.0014940280234441161,0.0015213699080049992,,ARC-AGI-2,training
aabf363d,center,1,4,49,8,57,74,124,4,10,11,49,3626,6076,1.0,1.0,0.0,0.0,7.978698704391718e-05,8.908298332244158e-05,0.00019473000429570675,0.0002186250640079379,0.0001333639957010746,0.00014486105646938086,,ARC-AGI-2,training
ad173014,moore_r1,9,53,2197,8,2205,4017,2067,4,10,11,729,2928393,1506843,1.0,1.0,0.0,0.0,0.0013777290005236864,0.0013867830857634544,0.0031085360096767545,0.003117845975793898,0.002421438926830888,0.0024396060034632683,,ARC-AGI-2,training
ad38a9d0,von_neumann_r2,13,48,2789,8,2797,4000,2064,4,10,11,81,324000,167184,1.0,1.0,0.0,0.0,0.00020586000755429268,0.0002182170283049345,0.0016847830265760422,0.001714161946438253,0.0015880940482020378,0.0015968189109116793,,ARC-AGI-2,training
ae58858e,moore_r2,25,46,4958,8,4966,8976,2530,4,10,11,48,430848,121440,1.0,1.0,0.0,0.0,0.00019259797409176826,0.00020779098849743605,0.0015589279355481267,0.001639937050640583,0.0021651190472766757,0.0021734730107709765,,ARC-AGI-2,training
aedd82e4,von_neumann_r1,5,3,117,8,125,145,105,4,10,11,20,2900,2100,1.0,1.0,0.0,0.0,5.537690594792366e-05,6.954290438443422e-05,0.0001599220559000969,0.00017278501763939857,0.00013886403758078814,0.0001491219736635685,,ARC-AGI-2,training
b15fca0b,von_neumann_r2,13,68,3910,8,3918,7290,2924,4,10,11,100,729000,292400,1.0,1.0,0.0,0.0,0.00024708802811801434,0.00025848799850791693,0.002396958996541798,0.0024175180587917566,0.0022487780079245567,0.0022560060024261475,,ARC-AGI-2,training
b1948b0a,center,1,1,24,8,32,18,31,4,10,11,16,288,496,1.0,1.0,0.0,0.0,4.1507999412715435e-05,5.1107024773955345e-05,9.59120225161314e-05,0.00010685110464692116,7.960607763379812e-05,9.187206160277128e-05,,ARC-AGI-2,training
b230c067,von_neumann_r2,13,62,3573,8,3581,6706,2666,4,10,11,100,670600,266600,1.0,1.0,0.0,0.0,0.00025123904924839735,0.0002610019873827696,0.0022134919418022037,0.0022502579959109426,0.0020634799730032682,0.002077935030683875,,ARC-AGI-2,training
b25e450b,von_neumann_r2,13,124,7046,8,7054,11306,5332,4,10,11,252,2849112,1343664,1.0,1.0,0.0,0.0,0.0005709410179406404,0.0005827639251947403,0.004968906985595822,0.004988146014511585,0.004582493100315332,0.004604553920216858,,ARC-AGI-2,training
b27ca6d3,moore_r2,25,29,3189,8,3197,5798,1595,4,10,11,272,1577056,433840,1.0,1.0,0.0,0.0,0.0008070520125329494,0.000843177898786962,0.0013699260307475924,0.0013941130600869656,0.0016985490219667554,0.001712164026685059,,ARC-AGI-2,training
b2862040,moore_r2,25,88,9327,8,9335,15036,4840,4,10,11,240,3608640,1161600,1.0,1.0,0.0,0.0,0.000720619922503829,0.0007682089926674962,0.0036475800443440676,0.003666271921247244,0.004666163004003465,0.004668158944696188,,ARC-AGI-2,training
b60334d2,moore_r1,9,18,796,8,804,1418,702,4,10,11,81,114858,56862,1.0,1.0,0.0,0.0,0.00018398207612335682,0.0001951010199263692,0.000667719985358417,0.000696672941558063,0.0005686329677700996,0.0005803919630125165,,ARC-AGI-2,training
b6afb2da,von_neumann_r1,5,19,505,8,513,830,665,4,10,11,100,83000,66500,1.0,1.0,0.0,0.0,0.00018864497542381287,0.00019847298972308636,0.0006920750020071864,0.000715258065611124,0.0005070989718660712,0.000514824059791863,,ARC-AGI-2,training
b7256dcd,von_neumann_r2,13,15,940,8,948,1286,645,4,10,11,49,63014,31605,1.0,1.0,0.0,0.0,0.00013950001448392868,0.00014881289098411798,0.0005627099890261889,0.0006020080763846636,0.0005407000426203012,0.0005550610367208719,,ARC-AGI-2,training
b7955b3c,moore_r1,9,40,1677,8,1685,2886,1560,4,10,11,968,2793648,1510080,1.0,1.0,0.0,0.0,0.0018313949694857001,0.0018698310013860464,0.004113049013540149,0.0041500149527564645,0.0031971880234777927,0.0032395499292761087,,ARC-AGI-2,training
b8825c91,von_neumann_r2,13,78,4470,8,4478,7684,3354,4,10,11,256,1967104,858624,1.0,1.0,0.0,0.0,0.0005820770747959614,0.0005921629490330815,0.0031944430666044354,0.0032162709394469857,0.002934217918664217,0.0029536799993366003,,ARC-AGI-2,training
b8cdaf2b,moore_r2,25,12,1420,8,1428,2256,660,4,10,11,81,182736,53460,1.0,1.0,0.0,0.0,0.00027122104074805975,0.0002846349962055683,0.0005112380022183061,0.0005310429260134697,0.000670288922265172,0.0006884419126436114,,ARC-AGI-2,training
b942fd60,moore_r2,25,126,13279,8,13287,25051,6930,4,10,11,120,3006120,831600,1.0,1.0,0.0,0.0,0.0003869989886879921,0.00040512008126825094,0.0045242380583658814,0.004568781005218625,0.006116176955401897,0.006132421083748341,,ARC-AGI-2,training
ba97ae07,von_neumann_r1,5,5,165,8,173,222,175,4,10,11,66,14652,11550,1.0,1.0,0.0,0.0,0.00012736197095364332,0.00013952108565717936,0.0002330919960513711,0.0002489119069650769,0.0001872399589046836,0.00019778194837272167,,ARC-AGI-2,training
bb43febb,von_neumann_r1,5,1,68,8,76,42,35,4,10,11,100,4200,3500,1.0,1.0,0.0,0.0,0.00018623401410877705,0.00019822805188596249,0.00010859710164368153,0.00012527196668088436,0.00010193593334406614,0.0001116760540753603,,ARC-AGI-2,training
bb52a14b,moore_r2,25,25,2773,8,2781,5044,1375,4,10,11,484,2441296,665500,1.0,1.0,0.0,0.0,0.001459750928916037,0.0014852070016786456,0.001496438984759152,0.0026060970267280936,0.0017504169372841716,0.0018653749721124768,,ARC-AGI-2,training
bc93ec48,von_neumann_r2,13,34,2005,8,2013,2942,1462,4,10,11,256,753152,374272,1.0,1.0,0.0,0.0,0.0005779200000688434,0.0005905380239710212,0.001518727047368884,0.0015496000414714217,0.001345706987194717,0.001353858970105648,,ARC-AGI-2,training
bcb3040b,von_neumann_r2,13,32,1893,8,1901,3542,1376,4,10,11,324,1147608,445824,1.0,1.0,0.0,0.0,0.0007471049902960658,0.0007656500674784184,0.0015770290046930313,0.0016186329303309321,0.0013447590172290802,0.0013715350069105625,,ARC-AGI-2,training
bd283c4a,von_neumann_r2,13,133,7553,8,7561,12609,5719,4,10,11,100,1260900,571900,1.0,1.0,0.0,0.0,0.00025368796195834875,0.00027160404715687037,0.004472164902836084,0.0044920690124854445,0.004291236982680857,0.004297347040846944,,ARC-AGI-2,training
bda2d7a6,von_neumann_r1,5,68,1683,8,1691,3092,2380,4,10,11,100,309200,238000,1.0,1.0,0.0,0.0,0.000210511963814497,0.00023127091117203236,0.004356555989943445,0.004397853976115584,0.003025484038516879,0.0030530800577253103,,ARC-AGI-2,training
beb8660c,von_neumann_r2,13,48,2789,8,2797,5024,2064,4,10,11,88,442112,181632,1.0,1.0,0.0,0.0,0.0002213859697803855,0.0002334750024601817,0.0017023449763655663,0.0017314139986410737,0.0016144280089065433,0.0016268959734588861,,ARC-AGI-2,training
bf32578f,moore_r2,25,52,5582,8,5590,10207,2860,4,10,11,64,653248,183040,1.0,1.0,0.0,0.0,0.00022502103820443153,0.0002366940025240183,0.0017963580321520567,0.0018364069983363152,0.0024315150221809745,0.0024507910711690784,,ARC-AGI-2,training
c0f76784,von_neumann_r2,13,21,1276,8,1284,2182,903,4,10,11,144,314208,130032,1.0,1.0,0.0,0.0,0.00034282298292964697,0.00035472901072353125,0.0008607929339632392,0.0009000779828056693,0.0008003829279914498,0.0008160190191119909,,ARC-AGI-2,training
c1d99e64,von_neumann_r2,13,93,5310,8,5318,9976,3999,4,10,11,675,6733800,2699325,1.0,1.0,0.0,0.0,0.0015037240227684379,0.001517720054835081,0.005348362028598785,0.005386509001255035,0.004735881928354502,0.004754915018565953,,ARC-AGI-2,training
c35c1b4c,moore_r1,9,26,1116,8,1124,1939,1014,4,10,11,100,193900,101400,1.0,1.0,0.0,0.0,0.00021026202011853456,0.00022246595472097397,0.0009668860584497452,0.0009999179746955633,0.0007839850150048733,0.0007988800061866641,,ARC-AGI-2,training
c3fa4749,von_neumann_r1,5,38,962,8,970,1659,1330,4,10,11,1800,2986200,2394000,1.0,1.0,0.0,0.0,0.0028990600258111954,0.002952003967948258,0.0052696699276566505,0.0053400060860440135,0.0032835809979587793,0.00332831300329417,,ARC-AGI-2,training
